month,users_cons,users_opt,users_med,users_plan,users_ind_cons,users_ind_opt,users_ind_med,users_ind_plan,users_fgn_cons,users_fgn_opt,users_fgn_med,users_fgn_plan,sub_rev_cons,sub_rev_opt,sub_rev_med,sub_rev_plan,commerce_rev_cons,commerce_rev_opt,commerce_rev_med,commerce_rev_plan,revenue_cons,revenue_opt,revenue_med,revenue_plan,labour_cons,labour_opt,labour_med,labour_plan,tokens_cons,tokens_opt,tokens_med,tokens_plan,eng_cons,eng_opt,eng_med,eng_plan,compliance_cons,compliance_opt,compliance_med,compliance_plan,geo_fixed_cons,geo_fixed_opt,geo_fixed_med,geo_fixed_plan,sales_cons,sales_opt,sales_med,sales_plan,gna_cons,gna_opt,gna_med,gna_plan,onetime_cons,onetime_opt,onetime_med,onetime_plan,total_cost_cons,total_cost_opt,total_cost_med,total_cost_plan,contribution_cons,contribution_opt,contribution_med,contribution_plan,cum_cash_cons,cum_cash_opt,cum_cash_med,cum_cash_plan,floor_heads_cons,floor_heads_opt,floor_heads_med,floor_heads_plan,blended_min_cons,blended_min_opt,blended_min_med,blended_min_plan,arpu_usd_cons,arpu_usd_opt,arpu_usd_med,arpu_usd_plan,gmv_cons,gmv_opt,gmv_med,gmv_plan
11,397.3089181245783,1130.7182505215994,695.1288736994134,654.0021844635357,397.3089181245783,1130.7182505215994,695.1288736994134,654.0021844635357,0.0,0.0,0.0,0.0,1907056.4615552826,5757094.752519664,3437465.7359630736,3254569.863392816,0.0,0.0,0.0,0.0,1907056.4615552826,5757094.752519664,3437465.7359630736,3254569.863392816,926093.1659296028,2157642.3627745635,1413034.567658497,1357135.384825339,221297.84863295086,609878.5093627864,380933.89354777755,357301.0798883933,3711765.5741514587,4572458.617248038,4064644.0974469753,4013008.1392352614,422222.02117157285,427234.38249695796,424398.88537372206,423976.34763545764,0.0,0.0,0.0,0.0,81196.7151226935,318026.37932758953,171388.36295325053,164087.0975944071,2307455.6998689007,3094609.2464739634,2653383.88566598,2582959.4411806725,244952.30564209152,245145.5355359529,188003.12672312875,245019.936104943,8016073.338972614,11726651.417613128,9477192.343100185,9314775.666496795,-6109016.877417333,-5969556.665093465,-6039726.607137112,-6060205.80310398,-61875767.47634584,-61935220.551205024,-61389525.56727871,-61896576.05254655,10.451666666666666,25.676333333333332,16.465,15.7803,5.370826555208956,5.300103817475657,5.279226156029235,5.3460735970023014,54.045429707623,57.031485482644456,55.79178935713559,55.09054922888051,19111726.916130126,55190074.16273698,33004440.100880258,31739148.452442527
12,423.98366419684885,1305.9414835366974,774.3752235164666,732.6689009657958,423.98366419684885,1305.9414835366974,774.3752235164666,732.6689009657958,0.0,0.0,0.0,0.0,2039442.2237200623,6665464.965579156,3836183.830067476,3658550.183370745,0.0,0.0,0.0,0.0,2039442.2237200623,6665464.965579156,3836183.830067476,3658550.183370745,945687.658556506,2370839.6521459618,1498056.201464009,1444490.8563128156,228439.9582161921,681136.7758673225,410416.1978182567,386883.84439408773,3818554.074076821,4806666.497364428,4227680.668797148,4164393.4222274832,432067.8279609265,439387.5328745017,433481.1206569303,434629.7246806779,0.0,0.0,0.0,0.0,86630.97176648732,367074.94229477877,194764.47744843562,184786.36145138933,2366865.400213466,3269388.036914483,2767953.449261482,2682748.323058822,435422.5011942147,369541.00896302337,354775.0886886438,412363.97891329776,8421780.058623996,12653392.58111349,10089583.17619943,9902844.441495318,-6382337.834903936,-5987927.6155343335,-6253399.346131954,-6244294.258124575,-68258105.31124978,-67923148.16673936,-67642924.91341066,-68140870.31067114,10.583,28.003,17.3295,16.68,5.104107654011284,5.032587980388689,5.015338902805401,5.079075768243376,54.193036533849714,57.19989800221229,55.95281905948384,55.24543804777662,20381227.445911348,63744342.394857116,36724643.274980195,35558317.67804237
13,454.0513567567822,1509.8278951093405,861.3766959506431,823.5731451801776,453.87000007479884,1509.5137784051076,861.3766959506431,823.3453224904069,0.18135668198322139,0.31411670423302446,0.0,0.22782268977065245,2188614.464981404,7725982.115545512,4276487.692672428,4126693.142678842,142.12605748113228,343.06800869268875,217.77930048337166,212.45574040517704,2188756.5910388855,7726325.183554204,4276705.471972911,4126905.598419247,969275.745188319,2617639.065084478,1587539.1908339658,1546202.9071519747,236705.50760267777,760970.7089054276,441691.4489029969,420198.3280586402,3936006.3038510047,5055603.807799256,4403421.6473365035,4327865.430232893,446221.06368679425,459063.3178698223,449284.97614373546,450715.8526508541,6610.704158805562,4335.318264096309,0.0,5814.3190956573235,95150.84823629163,431549.72981294343,216643.93320248846,212890.45678811974,2430089.178200066,3455021.4146725642,2885473.9625750263,2788815.4609654406,534830.6037365958,515963.5937551464,497982.4137901332,528227.1502430885,8770907.95192149,13705060.843846472,10707809.979368431,10497861.464095233,-6582151.360882604,-5978735.66029227,-6431104.507395519,-6370955.865675987,-74840256.67213237,-73901883.82703163,-74074029.42080618,-74511826.1763471,10.754666666666667,30.645,18.229,17.716283333333333,4.857229867932589,4.784406999238701,4.770116017750771,4.831741863889729,54.35499572826988,57.37944755845886,56.11715832416,55.41355386883602,21825713.164765336,73686001.82584038,40834482.545355745,39976814.1961416
14,488.1799728258674,1748.1078566469375,960.3099616722343,929.154732163242,486.41109347156157,1745.457104632975,958.6568871990991,927.0771973780562,1.768879354305945,2.650752013962735,1.6530744731351232,2.0775347851858212,2362945.1515135244,8974405.578163667,4781788.751972477,4676956.300841074,1048.3625338819606,3376.894286480057,1914.5998983686889,1863.3486472912944,2363993.514047406,8977782.472450145,4783703.351870846,4678819.649488364,998000.4918791516,2894093.905333291,1693232.5510063418,1661633.1865881002,246282.2217419129,852024.279953562,476862.5818778827,458291.94211599,4080453.018752122,5337572.591359706,4595623.960948708,4520444.869164776,466217.75512423227,485760.8439587454,470493.1524154948,473057.8362163119,48776.73013407998,47418.85219341035,35043.24248696427,48301.47285484561,104312.08392605826,503828.58625306434,245022.1652854776,244142.85974051038,2499413.110557735,3654925.001409917,3009432.2332876185,2903842.272355999,1023727.0347986085,997052.1666555748,1007746.6066487024,1014390.8309485468,9592489.09528942,15243198.244764732,11786010.314528102,11570237.297605779,-7228495.581242014,-6265415.772314588,-7002306.962657256,-6891417.648117415,-82068752.25337438,-80167299.5993462,-81076336.38346344,-81403243.82446453,10.985333333333333,33.60733333333334,19.2875,18.903033333333333,4.628844365252043,4.555383917685021,4.543676775217362,4.603133208603586,54.62371546894147,57.61280367926531,56.36527837559929,55.669896342554814,23698382.287513316,85595309.68532555,45736256.21305681,45362306.87674759
15,525.1306999719862,2020.3906474907287,1073.4632194609235,1048.4716816035461,520.5904142934669,2013.459475197563,1068.1802322798867,1043.0945856099006,4.5402856785192265,6.9311722931659085,5.282987181036529,5.377095993645565,2555800.8471419816,10408455.575984601,5366836.838671588,5304230.002236898,3778.6306169140253,14285.679294268915,7527.180816151637,7456.097653988237,2559579.477758895,10422741.25527887,5374364.01948774,5311686.099890886,1029131.2611632447,3208753.770720309,1813959.1914613212,1791999.139508217,256468.52629682366,952467.5116460688,516174.594282273,500068.17116905947,4239165.644083581,5661227.657161567,4834735.831280535,4736887.348660876,494984.6601037949,518735.37091166194,498697.01191176864,503297.40888654836,119630.47237733452,133700.91575187707,115705.4036480539,124555.12755842441,114921.49846174475,590445.0063189853,280516.73909783957,281354.72621177894,2570909.3540951754,3863844.43643142,3142633.90384883,3023436.632912861,1454455.1723609606,1624591.7131087962,1571916.6372697572,1514002.961622703,10415331.945086297,17100108.258071806,13058096.27007396,12755003.654631224,-7855752.467327401,-6677367.002792934,-7683732.25058622,-7443317.554740338,-89924504.72070178,-86844666.60213915,-88760068.63404965,-88846561.37920485,11.234666666666667,36.91133333333333,20.4815,20.2215,4.420216634672888,4.343866497973689,4.335849634414853,4.393494086828168,55.01126074823741,57.91394566457596,56.70513283365454,56.027200468955904,25906699.36711739,99555718.48384178,51661207.83245468,51683856.057970926
16,567.0368322117661,2335.715324114772,1197.880070162746,1186.0743043778182,558.1723472855631,2321.6823862699907,1186.4965392985325,1175.4008609301127,8.86448492620301,14.032937844781715,11.383530864213647,10.673443447705557,2778303.8224162115,12081235.86317221,6018504.998655214,6034330.036680811,9872.615335827923,40532.00959629761,20380.14515151241,20603.403326992313,2788176.4377520396,12121767.872768508,6038885.143806727,6054933.440007804,1066875.757590195,3567767.2699647443,1946415.916217074,1942187.7869212874,268246.62489402835,1064985.407294464,557906.1831051827,547105.1987341809,4430084.829509206,6034121.266499613,5093547.692323126,4991497.582455848,526402.1418240507,554849.8086372147,533735.58770917,536358.8252086581,227475.20776019216,265313.19557932165,236053.39503176283,240718.50349688748,132023.49443164567,696820.2926541726,319199.6290936198,329702.3738095301,2647840.578418433,4085585.4833404375,3279704.613731203,3151051.2951411344,2048169.1266155571,2129088.859606403,2093760.8170175324,2076491.033162353,11494909.925629819,19034180.29152393,14379169.825668937,14133654.553692758,-8706733.487877782,-6912412.41875542,-8340284.681862208,-8078721.113684956,-98631238.20857957,-93757079.02089457,-97100353.31591186,-96925282.49288982,11.553333333333333,40.632333333333335,21.7785,21.730983333333334,4.227814847498169,4.149851246809226,4.144952541998787,4.20052758725704,55.5177159331231,58.30021066552833,57.14177487416933,56.49158908946493,28606779.801183634,115883365.27373348,58368586.923773475,59153584.716576084
17,613.4007884767846,2697.3927355431274,1336.347752608051,1342.7979699500045,598.3728767189194,2673.958220563076,1317.5629561314931,1324.8277470643743,15.02791175786511,23.434514980052068,18.78479647655797,17.970222885630545,3029723.0916037536,14008458.315825613,6746646.185216627,6872280.420081404,20975.517848831598,90690.24841810654,43684.61417159155,45375.67354807783,3050698.609452585,14099148.564243715,6790330.799388219,6917656.09362948,1110323.374196722,3964817.272293185,2090126.4308311997,2109396.238530484,280973.3917546705,1190009.029656862,602816.3698425266,599135.8650204374,4651077.317386571,6444247.349766675,5387869.824614839,5278686.828719608,559667.0963519203,597526.0647040558,569639.6154462479,572917.7352751677,386546.6614776395,422530.2842514483,367264.5984141749,399140.92944847257,150287.01787701898,814945.439507343,367029.2406978449,382917.46544763236,2729508.461606191,4317411.592550077,3423207.966552661,3285274.557436551,2596786.7619689237,2836453.702699445,2333492.5774995545,2680670.1912246062,12626905.673219487,21327405.483329937,15500075.594836984,15672080.606758144,-9576207.0637669,-7228256.919086223,-8709744.795448765,-8754424.513128664,-108207445.27234648,-100985335.93998079,-105810098.11136062,-105679707.00601849,11.925666666666666,44.711,23.1725,23.400533333333332,4.052344733730432,3.969720523988502,3.968276594821538,4.023426260320757,56.2021731795598,58.75903623330075,57.65407452948843,57.09707524836913,31732085.54419463,134879541.1982562,65959982.907299876,67833695.02311617
18,664.9154467450027,3113.6801631640064,1489.3398568602754,1521.983097491654,641.8073241683602,3077.3092979638664,1461.354523291736,1494.2330149967872,23.108122576642394,36.37086520013956,27.985333568539335,27.750082494866405,3314363.250468485,16240290.219322411,7557527.206246633,7838437.689567359,38356.60966798968,175280.5921440151,81041.93102087194,86280.00353459857,3352719.8601364745,16415570.811466426,7638569.137267506,7924717.693101957,1159508.6226278997,4414502.609356411,2246281.3223301945,2298756.5179828787,294857.455698066,1329170.413859093,650979.4937376425,656866.9910544255,4894843.175599274,6909692.228500129,5704082.80478869,5600040.344114574,588651.0290727107,637517.1965256635,599016.8425683175,605754.1876812442,575857.7168861851,628448.8353777184,527432.5041041834,594264.6083582217,172846.6550194418,962517.7085050789,421750.7063798238,449231.52373941476,2815688.006586193,4563502.208598315,3572177.5314788246,3427422.9772904357,3130622.015060322,2956885.843711559,2859170.7906873124,3069814.355088255,13810610.788009094,23263140.822332315,16984382.56781796,17118996.300022222,-10457890.92787262,-6847570.010865887,-9345813.430550454,-9194278.606920265,-118665336.20021911,-107832905.95084669,-115155911.5419111,-114873985.61293876,12.349666666666666,49.251666666666665,24.672,25.265366666666665,3.891227044112174,3.8025649173413396,3.8048865417983633,3.860195299742382,57.02201751139537,59.309210544503316,58.247505468642274,57.82253507298315,35404765.756788515,157023667.19575736,74534209.36693381,77971381.26042761
19,721.5430851308761,3590.076581587397,1664.060369191289,1725.5298088906584,688.6206991288028,3536.9549528446673,1622.320809095602,1685.5376879293553,32.92238600207323,53.12162874272955,41.73956009568683,39.992120961302945,3630588.443230493,18805078.22356222,8494018.280948961,8941659.866346596,63057.69624551891,300763.8329966377,136138.31306401582,146254.84410841047,3693646.139476012,19105842.056558855,8630156.594012976,9087914.710455006,1213104.8450996806,4923698.915792177,2423062.3781254585,2511812.7698420547,309904.8514942163,1484027.0525958766,704868.7234912739,720847.6218797974,5171946.529971298,7433453.223888609,6092493.277105466,5963473.872842357,612850.0807183837,670409.2930814885,624782.802508163,632995.8050454704,810171.9271751033,892834.9113821139,805459.6803228867,839103.971647557,200052.4965264768,1139532.38223718,493070.1765108575,528870.4565252229,2906794.283774625,4822233.412355394,3730900.161758937,3577197.9787778943,3286841.983693092,3731723.6318380395,3504263.247897333,3442550.560543824,14707476.71477167,26100076.205838248,18834769.334960524,18694886.536644973,-11013830.575295655,-6994234.149279391,-10204612.740947546,-9606971.826189963,-129679166.77551474,-114827140.10012607,-125360524.28285863,-124480957.4391287,12.806333333333333,54.332,26.352,27.340316666666666,3.742662263687175,3.6481874790417885,3.653093477437649,3.7095960890612893,57.96114987690903,59.9176556536136,58.97876075376848,58.64592689875563,39572980.20898309,182592372.747638,84748265.18024515,89629767.5975123
20,785.1495836282036,4125.082373550446,1853.4454714868932,1954.1260601009885,739.0398115004039,4052.113325702487,1795.726122375792,1898.615541471133,46.10977212779973,72.96904784795987,57.71934911110123,55.51051862985578,3993130.3434370835,21698865.988457564,9517360.923615906,10190137.819194252,96891.12852598015,474637.5562234114,210748.79871703524,229102.3782200811,4090021.4719630643,22173503.544680975,9728109.722332941,10419240.197414333,1275582.6982333462,5476077.113321547,2612156.0188789316,2745755.7435142165,326804.3740020871,1650197.79703379,760877.8742984178,789992.0720631831,5504540.241121337,7999728.204897158,6512053.570724034,6377856.028442875,632987.6146367419,703923.420716747,648541.6969772641,657815.1467647437,1105927.8420088203,1182893.3357156892,1082929.0588678035,1132865.7648062245,232564.40203780273,1315994.173070032,562851.2852474058,611764.821899083,3004402.9900920186,5090417.634008774,3894070.0351765263,3734508.115462883,3817140.063194954,3607885.71546095,3756438.99148007,3743901.0414880523,16116812.488650894,28190429.1608092,20343827.26207969,20342578.323906302,-12026791.01668783,-6016925.616128223,-10615717.539746748,-9923338.126491968,-141705957.79220256,-120844065.7162543,-135976241.82260537,-134404295.56562066,13.351333333333333,59.771,28.1265,29.598216666666666,3.605273586951201,3.504574952579512,3.514250487512327,3.5700290649211097,59.09489044435499,60.57650630345182,59.74700578412484,59.613455995038876,44593567.43298644,211561661.08270153,96149206.8625782,103032400.21038672
21,852.3053717596263,4738.5685196565555,2059.7667122752828,2212.4974735235514,793.6752927931486,4642.656532034476,1985.9249576131972,2140.8187265276133,58.63007896647749,95.91198762207897,73.84175466208612,71.67874699593801,4371908.134585067,25029381.81362506,10632530.62616164,11602023.922249064,139051.43738357382,706205.7084147218,304751.1628498012,337555.4322444756,4510959.57196864,25735587.522039786,10937281.789011445,11939579.354493542,1340861.7818962312,6100655.486426022,2813131.399210313,3006789.5784816584,343605.77055068384,1835167.3848586094,819880.2799286183,865652.3355584578,5822444.639963496,8614144.487673638,6933714.606005739,6799539.586662045,648481.7948091092,734089.7714034017,669053.1103306112,678444.5866171116,1373062.1592174813,1479741.9579064464,1337116.8900288725,1410400.088758619,265177.2708630782,1548941.008265751,639481.9062393754,714494.5789540136,3102480.1325731697,5371853.1474481,4060823.893184008,3896760.687779395,3423023.9766167947,3313046.713425251,3135543.652170975,3384531.9344997546,16558307.161712816,30348026.52028937,20986480.369754463,21384708.93721461,-12047347.589744173,-4612438.998249585,-10049198.58074302,-9445129.582721068,-153753305.38194674,-125456504.71450388,-146025440.40334842,-143849425.14834175,13.901,65.86733333333333,29.995,32.089216666666665,3.4797776499643733,3.3705366780784023,3.3835836157562573,3.4415433098042834,60.16992923792494,61.24987258478564,60.511438408449266,60.54790940932618,49647049.13200663,244680843.76101008,108214236.13276702,117908877.25215784
22,922.3946490644907,5423.4616356937095,2287.986149196042,2497.768094384717,851.9989667720159,5303.7960218255685,2197.0869148587285,2410.1279360407593,70.39568229247463,119.66561386814132,90.89923433731258,87.64015834395798,4764793.250023179,28747867.739700146,11864023.99589613,13158869.321410116,188325.16225237917,1000238.8396368236,421420.8035062258,472494.9493369347,4953118.412275558,29748106.579336975,12285444.799402358,13631364.270747053,1407187.3503206926,6787193.436726291,3037249.166576582,3290189.480562652,360224.45654167654,2033319.5626704101,882263.4856681405,945807.7436867332,6127251.380835495,9207088.042476265,7371014.198700735,7205194.2124097645,662257.0662604809,760638.2235997053,683946.3269558804,696690.4713292094,1604123.0197666562,1745680.638670059,1582984.5881404853,1653668.1863828471,297703.9230384417,1798476.2064765892,732968.30898996,822974.2222417933,3199864.286245613,5661631.719463454,4234601.971282542,4061482.887871857,2859059.8761645583,2749578.5220276616,2968539.2976263184,2820741.4022166445,16780285.926938117,32304482.181776084,22142565.385577068,22213754.616131403,-11827167.514662562,-2556375.6024391144,-9857120.586174708,-8582390.345384356,-165580472.8966093,-128012880.31694299,-155882560.9895231,-152431815.49372607,14.451,72.434,32.0315,34.74505,3.359020810792051,3.245282893017303,3.261017940786147,3.319212539570889,61.16794889623852,61.908848471809186,61.2727532690781,61.42726374768826,54706715.59772157,281341552.2388665,121517226.31166539,134028908.42212228
23,996.1007498330309,6181.828503242763,2528.2504388185357,2811.105463526437,914.2840890539198,6036.364250593362,2419.2651411274114,2707.0121455927247,81.81666077911113,145.46425264940208,108.98529769112432,104.09331793371297,5175361.764886905,32876828.264020108,13168935.876473999,14870875.039583527,244844.1129241425,1361235.5695971022,559312.0958731426,635581.1227596784,5420205.877811047,34238063.83361721,13728247.972347142,15506456.162343204,1473921.227323617,7530392.316244527,3262220.230761382,3593686.1084459354,376884.72695465054,2241943.2077705185,944213.6180300002,1029655.1952402043,6428148.781931282,9818441.829408271,7805008.855619438,7614751.348548228,670395.5075190477,785946.3562622671,698993.3597135681,710838.3045791745,1807587.5687192853,1990140.5207008435,1834053.2915832158,1871481.1019128305,333548.5266664044,2038519.2867220968,808999.6944233289,930288.2926858967,3297378.953266384,5960380.8680071235,4403945.688573748,4229429.623425643,2330128.4106421927,2451248.7744378652,2604668.407772887,2372520.537970678,17005339.963679757,34613727.244440824,23087456.164628275,23168275.51194613,-11585134.085868713,-375663.41082361125,-9359208.192281134,-7661819.349602927,-177165606.98247802,-128388543.7277666,-165241769.18180427,-160093634.843329,14.999666666666666,79.445,34.0495,37.55553333333333,3.243770643564549,3.127410442286144,3.144848357545236,3.203044573117107,62.124594934204566,62.56232891865719,62.019194531957254,62.27780182876299,59937210.40630268,322072651.4382421,135510174.77598405,151684614.76748148
24,1073.6564404174767,7037.505150959949,2789.1397635934354,3161.003489107342,980.6297044416272,6865.156861800296,2662.1689656317308,3040.214209517161,93.0267359758494,172.34828915965286,126.97079796170455,120.78927959018061,5606815.892150368,37542499.88718986,14580280.3907329,16784305.290414188,308935.4069861639,1800449.186155707,719421.6531111958,830965.229695504,5915751.299136532,39342949.073345564,15299702.043844094,17615270.52010969,1541657.872694132,8355454.143254374,3501750.233066969,3926486.5673902165,393446.86415508715,2469406.619584767,1009351.2804230127,1120032.7785554752,6734897.049347676,10415176.501254834,8219279.807280106,8022994.857515181,673527.2680542616,809672.3974178042,707917.1409675214,721178.0633315016,1999965.8396735885,2193062.6439712127,2034149.6415135167,2067549.7211777568,368953.83225541096,2352223.711473066,901051.0562227302,1063098.2899815901,3395371.0193005065,6272265.891451098,4578589.738147943,4402284.224553213,2121184.458908685,1819982.3656465912,1996644.8760200643,2015763.7262669522,17542694.117780477,36752230.45756601,23757069.56883046,24266031.836705413,-11626942.818643944,2590718.615779556,-8457367.524986364,-6650761.31659572,-188792549.80112198,-125797825.11198704,-173699136.7067906,-166744396.15992475,15.544,87.124,36.1845,40.596999999999994,3.1358696537007114,3.0173889883861134,3.036960742282073,3.094401420840602,63.044880718417836,63.18916679440683,62.735470811604216,63.09538084501399,65306632.86499699,367616466.2082303,150508438.7297044,171115074.53512865
25,1153.6391134882654,7997.399021886926,3070.307459383292,3548.9550814277964,1049.9264408785637,7794.731260506762,2925.4068810007434,3410.6081277484327,103.7126726097018,202.66776138016377,144.90057838254825,138.34695367936348,6049868.100585955,42791085.389534995,16100329.79705104,18909294.151718117,379570.1098424281,2331622.642790838,903864.5607091011,1062788.4963743717,6429438.210428384,45122708.032325834,17004194.357760143,19972082.64809249,1613122.2703764571,9269540.525824826,3762475.8307915144,4292868.659783386,409157.02320110705,2715207.1338687134,1076904.9712300138,1216274.5619347692,7030501.848679217,11039588.196825027,8634337.519850878,8433682.07053025,675559.3323618117,833433.3821204335,714992.2897141514,730815.2497773294,2172728.3416210744,2395728.6595155955,2202011.288320903,2250778.4528841567,398405.13313108066,2686172.37415867,1007201.3817463061,1199123.6674907368,3492440.147750321,6596587.814711804,4756829.224598665,4578891.83118684,1655836.8287631047,1629483.3419396721,1464992.7151468336,1646613.1083749034,17788726.931087058,39534201.184209645,24518182.149021927,25399642.919679962,-11359288.720658673,5588506.848116188,-7513987.791261785,-5427560.271587472,-200151838.52178064,-120209318.26387085,-181213124.4980524,-172171956.4315122,16.110333333333333,95.49366666666667,38.4425,43.8945,3.033692168092398,2.9134296713528505,2.935236001126606,2.9916002942335567,63.89096622817125,63.81339448991851,63.402990368596505,63.86381611978279,70688989.88498436,418828614.71084976,166530810.17058593,192537858.57403722
26,1240.1892898766625,9033.945166640635,3380.440951803952,3968.0038467440527,1125.91823043935,8797.506402442401,3215.9078517821013,3810.9740906404177,114.2710594373125,236.43876419823496,164.53310002185094,157.02975610363535,6528220.702216918,48484323.68224376,17779721.46505384,21212856.74522631,459029.12676078576,2953452.284539732,1118607.1288144002,1332077.231983417,6987249.828977704,51437775.96678349,18898328.59386824,22544933.97720973,1685676.9173349245,10233363.115061723,4038000.9556667157,4677367.086539304,425346.93898226705,2964536.340959273,1148580.7853308928,1314063.2296742192,7324597.810755062,11661581.968624178,9066926.879296215,8842542.266009253,677780.2972250875,858903.2391036164,722850.0711940263,741173.3268825726,2316598.764704722,2581785.3408433613,2369052.302734009,2409414.0663532456,439523.5778447083,3001589.210222855,1123781.8365636945,1336246.5491770597,3592249.84661115,6924719.028695041,4942732.532575621,4758614.060340513,1231375.9151840312,1241070.1443272096,1199296.4525320611,1234768.8953841436,18063757.836669344,42168009.115139835,25609726.463417023,26500245.784134015,-11076508.00769164,9269766.851643652,-6711397.869548785,-3955311.806924288,-211228346.52947226,-110939551.41222721,-187924522.3676012,-176127268.23843652,16.693,104.132,40.83,47.29665,2.936103240016604,2.8163996368308886,2.83849123265263,2.894206978901604,64.69858896098538,64.44154622911512,64.06823618478106,64.60862400483079,76426914.86433062,473943388.9278712,184070633.15941596,215557680.7865698
27,1331.9673453546268,10179.854600225339,3708.312705397809,4428.7278845593755,1206.555174682615,9905.74997414196,3523.066014124676,4251.273354493385,125.41217067201211,274.10462608337707,185.24669127313368,177.45453006598984,7037392.43394092,54780628.98864119,19566260.592878282,23747525.22808601,548592.9696612633,3692560.998779507,1361849.3963553377,1648981.7798526485,7585985.403602183,58473189.98742069,20928109.989233624,25396507.00793866,1763109.4363939555,11291846.29940825,4327428.783011209,5098167.3384489585,441792.09283576347,3225376.3053960446,1219848.8719027815,1416046.5672318619,7621277.001382256,12296378.416250633,9495443.5541413,9257562.496586189,680100.2207514007,887225.1295118075,731172.5383556149,752593.938817543,2481392.252819563,2802080.1537974095,2554017.632697014,2593633.018161809,475996.96359159896,3369113.706051826,1238835.0061324185,1488587.8234526783,3692843.432039203,7260889.87203362,5130548.9211798115,4941659.686037249,1165313.1910247242,1167407.7031599397,1230957.5601332507,1166046.2702720496,18724262.051602047,45369819.77789756,27034105.854463387,28050207.255805477,-11138276.647999866,13103370.20952313,-6105995.865229769,-2653700.2478668187,-222366623.17747217,-97836181.2027041,-194030518.23283094,-178780968.48630333,17.304,113.518,43.295,50.978899999999996,2.843633539541818,2.7259411914666885,2.7485351588302476,2.802441217715523,65.50877367399835,65.0651062892484,64.73133108597801,65.35349008933586,82550289.02735038,535075006.6678258,202678041.25930026,240933940.20151675
28,1430.5897554637104,11428.883679489965,4059.472508625098,4929.992628872899,1293.4285396777686,11112.751820314697,3851.81236553114,4730.191687900693,137.16121578594172,316.13185917526727,207.6601430939578,199.80094097220567,7585782.4355801,61674859.44942444,21489845.777225625,26516959.39042562,647806.2844052501,4550582.501685678,1638736.0210639634,2013777.9604534,8233588.719985352,66225441.951110125,23128581.79828959,28530737.35087902,1847687.1942217574,12429755.105673164,4636696.730320501,5551410.963229749,458473.7151633477,3496767.6498412914,1290585.8202177698,1521876.5923006278,7935802.628231573,12964406.19719101,9935296.364218319,9695813.877367375,682631.5206042946,917967.8961406559,739982.0551226978,764999.2520420211,2684665.4946273174,3051587.660199627,2770725.7456783797,2813088.2525776257,521806.4585476338,3784133.874706889,1341910.6522462945,1663621.054203373,3796133.31580786,7602645.302139926,5319260.46318988,5128412.511024083,1108620.6581190801,1148411.4515686408,904357.7708820119,1122547.4358264264,19472632.46969965,48871739.12743219,28160893.5652737,29762319.799906038,-11239043.749714304,17353702.82367793,-5032311.766984108,-1231582.4490270223,-233605666.92718643,-80482478.37902614,-199062829.99981508,-180012550.93533033,17.965333333333334,123.408,45.8835,54.870266666666666,2.757483265808411,2.6418606818384864,2.663561301209521,2.7170153614189374,66.29891655588102,65.69149187921286,65.39261900614898,66.08631791904716,89107070.85357799,601845926.6616895,222552118.5968615,268565670.38641703
29,1532.2921007001132,12791.787249163788,4443.585759412211,5473.115402662399,1383.4896146142526,12427.877699620158,4210.983641003017,5249.025444366319,148.8024860858607,363.9095495436304,232.60211840919445,224.0899582960801,8153229.276645521,69230916.50151157,23600593.17962454,29530419.80534864,755869.3618113511,5540485.919265466,1955569.8414781427,2430485.1569202915,8909098.638456872,74771402.42077704,25556163.021102685,31960904.962268926,1933820.70374532,13653816.391950473,4967975.870773634,6035819.194617123,474247.71320124675,3772431.033137685,1363742.614390587,1628611.8751790002,8251489.969684458,13664746.893479332,10404107.431586156,10146129.893012665,685181.0666128598,951340.598903481,749584.121657784,778336.9029145773,2889671.1464695535,3361911.2927837255,3006103.8771194546,3054955.1976795136,556519.0013467027,4231274.639848117,1513360.8597998738,1842683.4748221976,3900018.263474504,7951959.927519303,5516647.6447786,5318197.845890183,1021460.2674333334,1157807.8629570126,1115151.5272338996,1069181.925866621,20185079.345058117,52669262.79583082,29986846.570284203,31554543.55282856,-11275980.706601243,22102139.624946214,-4430683.549181524,406361.40944036655,-244881647.6337877,-58380338.75407994,-203493513.54899654,-179606189.52589,18.623,133.87466666666666,48.6365,58.96108333333333,2.675943804299822,2.562428367051305,2.583412773415115,2.6362134012628413,67.06827532421569,66.31444097776365,66.04312505292808,66.80443330295748,95768137.38090628,675089757.5072016,244585491.69411305,298530704.4251096
