month,users_cons,users_opt,users_med,users_plan,revenue_cons,revenue_opt,revenue_med,revenue_plan,labour_cons,labour_opt,labour_med,labour_plan,tokens_cons,tokens_opt,tokens_med,tokens_plan,eng_cons,eng_opt,eng_med,eng_plan,compliance_cons,compliance_opt,compliance_med,compliance_plan,sales_cons,sales_opt,sales_med,sales_plan,gna_cons,gna_opt,gna_med,gna_plan,onetime_cons,onetime_opt,onetime_med,onetime_plan,total_cost_cons,total_cost_opt,total_cost_med,total_cost_plan,contribution_cons,contribution_opt,contribution_med,contribution_plan,cum_cash_cons,cum_cash_opt,cum_cash_med,cum_cash_plan,gen_heads_cons,gen_heads_opt,gen_heads_med,gen_heads_plan,floor_heads_cons,floor_heads_opt,floor_heads_med,floor_heads_plan,eng_heads_cons,eng_heads_opt,eng_heads_med,eng_heads_plan,blended_min_cons,blended_min_opt,blended_min_med,blended_min_plan,auto_share_cons,auto_share_opt,auto_share_med,auto_share_plan,tok_task_usd_cons,tok_task_usd_opt,tok_task_usd_med,tok_task_usd_plan,churn_cons,churn_opt,churn_med,churn_plan,arpu_usd_cons,arpu_usd_opt,arpu_usd_med,arpu_usd_plan,min_per_user_month_cons,min_per_user_month_opt,min_per_user_month_med,min_per_user_month_plan
11,936.3503165361476,573.2201533361977,626.304498411516,809.2547594161651,2643319.4736621394,1776149.361716989,1839083.2015601129,2339809.9344813367,4105581.448545743,1949710.2842259048,2445451.7314741956,3351026.5410337998,1024737.757700485,501854.55206608644,614538.0650854302,841728.6357284455,5835114.077026749,3588595.5222694436,4554166.19778026,5048832.582861693,445256.3674032664,411122.7729499397,430556.5831549629,433309.6093446021,266704.5888621194,132096.75569226113,149098.86158631145,219591.84725266902,3522788.8442129223,1956008.8746860896,2583124.3350811787,2974415.854878531,207681.34511024295,218984.6910166362,237857.07051746614,211637.5161774806,15547852.305727696,8851242.18631327,11111222.666721823,13204038.763932645,-12904532.832065556,-7075092.824596282,-9272139.46516171,-10864228.829451311,-109561602.07088982,-66845194.31103259,-85390244.1414112,-94610859.35493979,39.05133333333333,18.859,23.386,31.98401666666667,48.54266666666667,23.807666666666666,29.3455,39.88541666666667,13.049,8.7,10.442,11.52685,6.41258247459053,5.915754285394695,6.176806703870183,6.238692608371988,0.5228865394123996,0.5338326588894855,0.5301089639938735,0.5267176812293797,0.2367289196892497,0.2218966755234992,0.22933732169660043,0.23153763423123702,0.07347556584132381,0.07761510623114287,0.07598817105610861,0.07492440497776048,31.479149212331897,34.33449181135314,32.671705322471524,32.47851912198933,333.75329689346114,266.058276117507,300.27954289078093,310.0600396218772
12,1063.878265681336,634.5208961548439,692.2422231895948,913.6031863470637,3011911.491467708,1972325.0437150586,2038990.9835331333,2648056.2347542807,4522268.839705302,2082452.1411482827,2613466.346300615,3668332.995210346,1127392.06138118,535613.6342181477,655375.3987509342,920269.6118741187,6168170.455270579,3726485.8345390423,4742631.58372996,5313580.838014541,456117.33019461995,420393.3441697952,441178.34693826846,443613.9350859313,306054.3664281372,149726.2823508749,166610.49740114194,251339.5370010954,3698327.8609566283,2024754.2791402207,2676579.7561558685,3112577.1073208856,354237.4627319831,346686.50500475726,376505.7060839155,351594.62752745405,16792046.07876543,9389201.647788418,11779273.71116262,14201050.527923476,-13780134.587297723,-7416876.604073361,-9740282.727629485,-11552994.293169197,-123341736.65818754,-74262070.91510595,-95130526.8690407,-106163853.64810897,42.68,20.022666666666666,24.816,34.74993333333333,52.964,25.220333333333333,31.0875,43.25371666666666,13.631666666666666,8.929,10.7495,11.985733333333332,6.185985828660142,5.690062322459174,5.948526026458192,6.012412601489803,0.532036906124528,0.5437649380308346,0.5396745890421112,0.5361417172917353,0.22933100548845944,0.21431760053761567,0.22173680641765703,0.2240763137556641,0.07136290862175507,0.07517909474095154,0.07395943648080978,0.07269857376347383,31.564481492441757,34.438122906103516,32.763642576765015,32.570255987223376,321.9336015729888,255.8849890916963,289.16787439691444,298.8165872045364
13,1210.3523890774018,703.4657665708144,766.4370467823265,1032.9420712000963,3437686.5456424546,2193775.0603156807,2265218.972368293,3002317.5257780836,4997731.852930947,2227457.0382587574,2800745.905028063,4028135.667795681,1241340.1410144158,572745.7390556089,700629.304479449,1007332.1003288333,6524696.029835534,3875820.98941803,4951899.939959984,5597589.7656894075,473890.59108540247,438263.6354803576,460000.2665922206,461421.1566236367,351794.54495499807,165743.50650299902,187408.92298385507,286676.6814967984,3882947.145070046,2096552.3385080525,2775124.646728516,3257708.962773348,539891.7572808864,542508.7753718543,487918.78174417955,540807.7136127251,18194321.301949333,10033735.78203522,12482569.086575022,15338116.369979393,-14756634.756306877,-7839960.72171954,-10217350.11420673,-12335798.844201308,-138098371.4144944,-82102031.6368255,-105347876.98324741,-118499652.49231029,46.79866666666667,21.304666666666666,26.4135,37.875766666666664,57.974333333333334,26.765666666666668,33.03,47.051300000000005,14.250333333333334,9.179666666666666,11.0935,12.4756,5.972725467959951,5.477715764882751,5.7326362629688905,5.799472071882931,0.540859123312895,0.5534411794234758,0.5491050013180392,0.5452628429515982,0.22220118265536412,0.2070296175658881,0.21442402984685804,0.21689113487404751,0.06956805399854255,0.07383560372658864,0.0722957382145944,0.07106169640335869,31.65341613159316,34.55334163388216,32.86111378840341,32.66839005739431,310.8106032836852,246.31430700803952,278.6603005306466,288.2368995872092
14,1375.6314614576347,780.5206940745337,849.1524530697733,1167.3426928735494,3921439.5425132383,2445559.855406677,2521391.9208561773,3404881.6520259418,5521946.073205362,2388787.342071876,3007708.9571712874,4425340.517308642,1365744.9826356727,612658.645471255,749647.9548822999,1102164.7646281265,6922558.03209898,4048467.174060266,5195543.5321823275,5916626.23178543,514618.0095551038,471975.11643038836,493781.06499108206,499692.99696145335,399334.4534561651,185208.12833388543,207254.6244183633,324390.2396633672,4076173.8435452124,2171466.5808437094,2878395.058768367,3409526.301599686,977246.6014862377,858769.6074136257,986240.3024528711,935779.6535608235,19985241.502747603,10865119.621367488,13650815.84931842,16793198.844264563,-16063801.960234368,-8419559.76596081,-11129423.928462246,-13388317.192238623,-154162173.37472877,-90521591.40278631,-116477300.91170967,-131887969.68454891,51.296,22.694,28.178,41.2853,63.43,28.457333333333334,35.1645,51.189566666666664,14.939,9.477333333333334,11.502,13.027416666666667,5.771910909148758,5.278919955003688,5.5311406173617685,5.599364075197983,0.5493356558279006,0.5626405251658214,0.5579461277111711,0.5539923600961728,0.2153287527664181,0.20002060188321727,0.2073870468541967,0.2099708999572978,0.0687229504194675,0.07212002493844592,0.07048117220132562,0.06991192650110994,31.772403910821538,34.72263338442514,33.01154005161129,32.804984226582796,300.3393599053229,237.35775040013274,268.8451116667707,278.2957965785064
15,1565.0266572664912,867.8128244834757,944.0255614677197,1321.0018157924358,4481368.863446463,2734555.870525167,2818507.714943736,3869984.3159240093,6120065.231011729,2572283.384945848,3241978.164832662,4878341.584888671,1503514.6208806322,657300.0996687342,804310.0919814284,1207339.538456468,7377714.5808883,4244346.38044601,5461833.954467123,6281035.710733499,571752.9689597464,524176.50454704434,548249.1248617067,555101.2064153007,453776.80812213564,206584.60393911615,234943.82885504677,367259.53665807884,4280875.036857695,2250679.617899768,2988394.1397267035,3570306.640222421,1474578.7992380408,1515803.3856896134,1615331.5864155493,1489007.4044960914,22019496.719217546,12114067.698354915,15042820.628422003,18552596.561915625,-17538127.855771083,-9379511.827829748,-12224312.913478268,-14682612.245991616,-171700301.23049986,-99901103.23061605,-128701613.82518792,-146570581.93054053,56.31,24.283,30.158,45.10055,69.555,30.38233333333333,37.5615,55.84456666666667,15.730333333333334,9.817666666666666,11.946,13.6609,5.5840665434888495,5.092701494381419,5.343055338182622,5.412088776301249,0.5573041429155882,0.5714311233530998,0.5662239385087002,0.5622485860687172,0.20870347683191798,0.19327896620676627,0.20061444435303857,0.20330489811311486,0.06651024818355847,0.07052156045192773,0.06923362424449764,0.0679142074774877,31.912597903874627,34.936393720679916,33.19653440233927,32.970926439756475,290.54467633169463,228.966125811092,259.68974168340276,268.9921836494837
16,1782.0065298657541,967.8065998695174,1048.725805361296,1497.0365543670714,5131940.2487034425,3069535.0533882906,3149438.346772088,4410098.43034314,6796098.193754903,2782591.7567858137,3497320.6386717204,5391370.940815722,1657623.1798778235,707729.3489084615,862890.2389859534,1325160.3390385467,7908124.829171828,4476427.580628657,5763543.89835255,6707030.792181718,655833.8613766173,596137.3772212586,617411.0123092739,634940.0919222417,520926.5482895659,235072.5988207403,261329.97726593175,420877.66597547696,4498304.386698273,2334741.14376692,3104291.6589669446,3741057.2516722996,2171308.580867012,2051794.8490767751,1844760.1015921468,2129478.774740429,24479789.906902716,13344854.434349889,16116663.076939626,20582562.49150923,-19347849.658199273,-10275319.380961597,-12967224.730167538,-16172464.061166087,-191048150.88869914,-110176422.61157766,-141668838.55535546,-162743045.99170664,61.949333333333335,26.090666666666667,32.31,49.39880000000001,76.41966666666667,32.574333333333335,40.158,61.073800000000006,16.661,10.233,12.4615,14.411200000000001,5.408075772027248,4.920372724920961,5.1681180345152224,5.2373797055400475,0.564836517898375,0.5794501162444871,0.573907341184453,0.5699512773195142,0.2023155543791357,0.18679363564993165,0.1940953162401002,0.1968828828239143,0.06534221438872756,0.06925707581576343,0.06793059815749167,0.06671241588819012,32.09724696224454,35.20789348295257,33.40412572681482,33.18597324449235,281.3745602361657,221.20110330882397,251.18724833047708,260.31385031159607
17,2028.292371102083,1081.3607862688518,1166.3714941880603,1696.8663164104523,5875315.435732556,3453987.568729585,3529705.2515646513,5027850.6822815165,7557017.620174835,3016342.363512098,3787492.5449558445,5967781.280342878,1827436.6510809187,763076.0583945459,927672.6732335039,1454910.4436406882,8496499.412148882,4737460.613051387,6124353.363699419,7180835.832464758,749969.8918234907,686677.6874781467,702987.074042775,727817.6203026203,594975.3768938091,264741.0875435374,287657.33757505333,479393.375621214,4723606.002116591,2425294.761071179,3225098.372850049,3919197.0677506966,2652677.979047326,2438422.0699668857,2574878.324168645,2577688.410869172,26913092.01766735,14512404.963731075,17815185.34782939,22572851.548789654,-21037776.581934795,-11058417.39500149,-14285480.09626474,-17545000.866508137,-212085927.47063392,-121234840.00657915,-155954318.6516202,-180288046.85821477,68.21866666666666,28.124333333333333,34.7215,54.18565,84.05466666666666,35.02166666666667,43.083,66.89311666666667,17.688333333333333,10.708,13.0875,15.245216666666666,5.2431633259978865,4.76124472746577,5.0041991611435,5.074491816511646,0.5718952390371397,0.5866626402293638,0.5811438855146842,0.5770638294544181,0.19615560353424688,0.18055402389306693,0.18781923957067218,0.1906950506598339,0.0642428861386357,0.06769401035609421,0.06586605878721469,0.06545077961474619,32.29685674205593,35.53240854231428,33.68641570299224,33.42929987214635,272.7729875661393,214.03345725033907,243.2073659728626,252.21415195560922
18,2310.5620947158313,1210.0754721093153,1301.0366272818621,1925.3917768035508,6735198.002578315,3896246.2894815905,3968516.297251233,5741564.902994461,8418181.550924184,3285003.7692150283,4119566.829155165,6621569.32732598,2015864.5669131267,824465.3607527817,999760.2834945505,1598874.844757006,9173748.697044138,5043755.268062695,6548375.073021841,7728250.996900633,864431.1235394265,789606.6143092997,807062.0004361288,838242.5453088821,682003.1136724151,299354.900851876,327999.21161101473,548076.2391852264,4964538.267546339,2520391.9766686833,3352463.318514006,4109087.0657391595,2723498.9939224035,2882879.9841782073,3036464.0656401496,2779282.340511935,29198644.780003514,15848977.706432048,19399661.858032454,24526261.3042535,-22463446.7774252,-11952731.416950455,-15431145.560781222,-18784696.40125904,-234549374.24805912,-133187571.4235296,-171385464.21240142,-199072743.25947377,75.26033333333334,30.379666666666665,37.4545,59.5521,92.61866666666667,37.77433333333333,46.406,73.42315,18.872333333333334,11.269,13.828,16.211166666666667,5.0873773142594745,4.612820521201507,4.851681314449408,4.921282436689186,0.5787688338282312,0.5933706112732845,0.5877751058951792,0.5838794559339998,0.1902146420534388,0.17455001050972677,0.18177625190586952,0.1847320210131396,0.0624669067008545,0.06634628525048833,0.06557346910681239,0.06382468919322634,32.53171348139896,35.90962720188632,34.009005049859574,33.71398328356953,264.6554102931071,207.33850959189027,235.79614171461543,244.59449504768122
19,2628.0941103800974,1353.0681700657292,1447.8027756586177,2181.8350312700686,7714378.789695897,4391276.882999269,4451670.152988762,6551293.122352077,9383442.73079032,3578592.8731273594,4477563.282555271,7351745.280608284,2222178.0567922047,890309.3539725062,1074801.1027477821,1756024.0108053102,9950729.556154571,5382498.925318878,6992783.596976549,8351848.835362079,995437.2381810559,903486.9266888287,913034.6217379959,963254.6291587764,772205.7089115047,334616.1600375575,359347.3061242738,619049.3668056232,5214681.806496489,2618434.133013167,3482792.4944829615,4305995.120777327,3648102.6927341386,3445792.131479851,3268555.838141138,3577293.996295138,32594984.651553743,17383077.448346436,20802243.977673173,27270817.130431186,-24880605.861857843,-12991800.565347169,-16350573.82468441,-20719524.008079108,-259429980.10991696,-146179371.98887676,-187736038.03708583,-219792267.2675529,83.01633333333334,32.843,40.362,65.45566666666667,102.065,40.75866666666667,49.941,80.60778333333334,20.22533333333333,11.887666666666666,14.5975,17.30715,4.941620022477118,4.474697096925221,4.709886080520492,4.778196998533954,0.5851703345703221,0.599497070880513,0.5938193746535444,0.5901846922788889,0.18448406925612698,0.1687719193903762,0.17595682977203161,0.1789848168031142,0.061549965195143885,0.06480287300341724,0.06396941152584314,0.06268848292803955,32.77835674401825,36.31214146433544,34.33073103871354,34.015181396129265,257.0636908687146,201.12870403420777,228.90098392709126,237.48644547663721
20,2984.0866137502126,1514.2218263313116,1613.4246543904558,2469.6339381535972,8813550.449066725,4956613.511001827,5003001.277861654,7463622.520744011,10451908.151780851,3909347.7641453897,4874921.191826734,8162012.016108439,2445478.09515251,962213.5208491958,1156845.6004328625,1926335.4941463498,10776283.503640767,5770403.787953081,7521098.9636861,9024225.603150077,1121971.4950179555,1029980.6179457717,1048350.244734262,1089774.6880426912,878094.325705747,377102.44767546235,405659.764799312,702747.1683951473,5474705.984094628,2723231.6910513057,3622527.5839197584,4511689.981529466,3536477.055789039,3694579.0376260527,3801272.739520092,3591812.749431994,35151296.736273125,18725714.43126091,22692982.83848068,29402342.92951885,-26337746.287206396,-13769100.920259085,-17689981.56061903,-21938720.408774838,-285767726.3971234,-159948472.90913585,-205426019.59770486,-241730987.67632776,91.51066666666667,35.584666666666664,43.5655,71.93656666666666,112.386,44.08566666666667,53.8255,88.48088333333334,21.651333333333334,12.595666666666666,15.5265,18.48185,4.804576808062598,4.345876868761429,4.575177166069646,4.644031829307189,0.5912357172729138,0.6051740571953965,0.5998462156378241,0.5961141362457828,0.17895363307496662,0.16320738256442924,0.17035035114069752,0.17344244539627854,0.06039272617798496,0.06400825089077544,0.062338086285199566,0.06165815982746163,32.99616308831402,36.799826318152014,34.686647113788496,34.32744521875732,249.92507059779956,195.3360429117578,222.3622943373905,230.81891090768494
21,3382.9223093827154,1689.9103385750577,1791.6398943271881,2790.3681196000352,10051309.269286023,5569158.575689886,5594353.643208061,8482556.526527375,11631344.94694545,4260702.843130939,5299622.921433887,9051620.210610371,2685613.312306378,1037148.2936902476,1240652.9687150428,2108650.555790732,11648972.644567281,6151043.250292124,8036059.282349821,9724697.356570978,1253051.247092901,1138095.424347936,1169714.7961231067,1212816.7091321633,998725.4459426311,419463.1877474522,446293.94846807537,795983.6555743185,5743247.876711396,2828484.8393862825,3761286.99555971,4723080.813647606,3397943.400502455,3290625.8869575323,3345600.490697034,3360382.270761732,37890618.16981818,19416469.15337936,23592473.836309943,31424666.014064588,-27839308.900532156,-13847310.577689473,-17998120.193101883,-22942109.487537216,-313607035.29765546,-173795783.48682532,-223424139.79080677,-264673097.1638649,100.69633333333333,38.468666666666664,46.9395,78.91665,123.58,47.578,57.9205,96.9793,23.128666666666668,13.268666666666666,16.398,19.677666666666667,4.674436934346172,4.226621459125665,4.450233168999528,4.5177015180189946,0.5972203438174692,0.6102653549769672,0.6052861985944132,0.6017860977232936,0.17359914966341103,0.15782859865592483,0.16493789570700265,0.16807945681079084,0.059560118553681735,0.06264880763119034,0.061656914571474215,0.060641159730809746,33.210170948311976,37.19005124042582,34.988999723332086,34.60312905055182,243.15304497319514,189.9709563081554,216.2777763033072,224.53931394043124
22,3825.1143513810566,1886.7605852660859,1986.4710081141493,3146.690533240817,11419544.575619543,6250855.142150736,6244356.010424351,9610503.27390546,12924825.589237455,4652854.995943279,5751059.628550487,10029635.881584495,2944136.17786547,1118495.5761676044,1328642.853051014,2305161.967271217,12522661.900189001,6548936.7619751915,8586184.241443,10431858.101814168,1353155.647721239,1231902.628907206,1279728.9980636316,1310717.0911363275,1139072.3809620584,474033.0193542062,496067.2779258814,906308.6043993102,6017213.762553801,2936267.460470374,3902840.7184487963,4938882.556824602,2740680.5436384054,2768492.7442474375,3100746.957233611,2750414.8138515665,40245968.51544442,20057423.07379313,24772573.52957436,33179977.61086647,-28826423.939824868,-13806567.931642395,-18528217.519150008,-23569474.336961,-342433459.2374804,-187602351.4184677,-241952357.30995676,-288242571.50082594,110.65433333333333,41.64533333333333,50.4915,86.50118333333333,135.693,51.429,62.212,106.20060000000001,24.57133333333333,13.957333333333333,17.3205,20.85643333333333,4.550372978686539,4.111583833885915,4.329265883399752,4.396796778006321,0.6032433134092224,0.6156457545726348,0.6111164472871836,0.6075841678164168,0.16839644194895811,0.1526157887668327,0.15969905867443435,0.16287321333521423,0.05877802767441402,0.061893320187727606,0.06063164269523783,0.05986838005407377,33.39016715939451,37.53022732496363,35.291443336802814,34.839188217343704,236.68899703218784,184.79273470746904,210.3790452462539,218.5253052185363
23,4302.765993961875,2095.721386000884,2196.483424132265,3530.3003811755284,12903058.47992244,6979895.456721589,6941601.943670021,10829951.421802143,14297894.730655909,5058513.18342496,6236586.003546717,11064111.189125076,3210223.4930122998,1198920.8470746125,1417987.902103472,2506267.566934109,13450764.554442937,6928829.077654821,9119359.201401724,11168087.137567097,1453250.8731407102,1312201.6088642834,1366268.0356835283,1403883.6306439608,1252249.3683301022,523876.6859171529,549993.0986286653,997318.9294855699,6296246.735823476,3044952.842063895,4045838.544877056,5158293.873007623,2617663.6232354003,2276768.084360297,2393230.246986316,2498350.1846291143,43260837.79936889,20708516.38928498,25492974.48089746,35367525.30583952,-30357779.319446452,-13728620.93256339,-18551372.53722744,-24537573.884037383,-372791238.55692685,-201330972.35103112,-260503729.8471842,-312780145.3848633,121.00566666666667,44.894,54.229,94.36658333333332,148.281,55.35,66.7475,115.75515000000001,26.082333333333334,14.592,18.177,22.060716666666668,4.431884293248355,4.00049449775913,4.215345878700959,4.280897864827126,0.60931370364213,0.6213774319986181,0.6166614127610571,0.6135360085669008,0.16331763873150676,0.14755660200274995,0.15459443555922048,0.15780127587644188,0.05760169269191283,0.0607405569610241,0.05973827894360835,0.05870029518610177,33.5526528821837,37.852583346563705,35.55483944951132,35.05762854471671,230.52056659685488,179.8049149741685,204.83343001364494,212.77008852891464
24,4846.321139055025,2320.803534542645,2425.9169223021513,3962.389977475692,14597751.797766596,7766658.624133329,7708248.839953869,12206869.186994953,15856604.275805451,5492687.724373077,6758039.9450787855,12229233.48280412,3501305.933073495,1282584.2318848614,1513245.313620297,2724753.3376574735,14417560.357765075,7314946.154112485,9646541.988133684,11931645.386486668,1540238.5297982495,1383430.9757505006,1437580.5177097637,1485355.8858815373,1426033.6177090215,569327.628355691,608360.1123806868,1126186.5214353558,6589202.734412391,3153337.5674778735,4194771.669216556,5386649.925985309,2227418.019193483,1730558.988391997,2117091.782087301,2053517.3584129629,46330459.60423523,21332438.759475574,26679352.50040657,37581152.30856935,-31732707.806468643,-13565780.135342244,-18971103.660452697,-25374283.121574406,-404523946.3633955,-214896752.48637336,-279474833.5076369,-338154428.5064378,132.601,48.297,58.221,103.0946,162.404,59.466,71.561,126.3757,27.625666666666667,15.226666666666667,19.003,23.28601666666667,4.318456902493028,3.894680435250641,4.105727162401091,4.170135138958193,0.6154358791606447,0.6271510865067224,0.6224648662984026,0.6195362017317718,0.1583434812274842,0.14261739201044502,0.14959199174755458,0.1528393500015205,0.05667430323069448,0.05968592053949581,0.057992746011721545,0.05772836928877495,33.72084069887474,38.12519551585347,35.79428775286216,35.262364884817295,224.610611540908,175.0355863196078,199.50347311232602,207.25935271345293
25,5436.4916556394555,2568.2293238357024,2684.4971327953385,4432.599839508142,16443686.772094093,8632875.373999408,8567266.787286099,13709902.782760954,17530289.548452727,5963837.989791801,7347816.597819728,13482031.502921404,3803365.288620472,1370327.7848418134,1615295.8312577377,2951802.1622979417,15367874.398159277,7695790.785262978,10188997.94230354,12682645.133645572,1606361.2987637068,1443962.5799169915,1499807.110660668,1549521.7471673563,1585747.039003529,642783.4516445032,689508.7036773531,1255709.78342787,6886574.443627322,3265245.655436806,4348693.416374957,5619109.3677606415,1612069.1503079892,1602899.6453695819,1667559.646646423,1608859.8235795465,49262076.447202966,22435615.875104252,27806351.545435913,39872815.24696842,-32818389.675108872,-13802740.501104843,-19239084.758149818,-26162912.46420746,-437342336.0385044,-228699492.9874782,-298713918.26578677,-364317340.97064525,144.85666666666665,51.934333333333335,62.6175,112.33384999999998,177.309,63.87433333333333,76.9105,137.60686666666666,29.098,15.833,19.837,24.45525,4.210899061945211,3.7923915016657017,4.001174220399776,4.064421415847383,0.6213761020454628,0.6331993290525515,0.628271641547191,0.6255142314979438,0.15343800494428486,0.1377897906554361,0.1447111154712691,0.1479611299431878,0.05548946948642029,0.05869863743592834,0.05748741316609286,0.05661267826874811,33.86855455140781,38.39830849750693,35.998459728266454,35.4539684325425,219.00660802384093,170.42533614546733,194.4192886585512,202.00316286641018
26,6082.540334028295,2838.4664031432385,2954.4095889428913,4947.114458218525,18469972.533671405,9576753.474619824,9465853.677987527,15357345.863003353,19347217.87800175,6467046.616933413,7941289.461321959,14839157.936627831,4115974.116606641,1461406.8145547821,1714955.8089971805,3186875.5608884906,16343545.17326219,8076438.887176753,10713025.926055586,13450057.973132288,1668986.6491724872,1494040.2478859136,1549850.5847078685,1607755.4087221865,1767535.9330496804,707203.012086955,736664.6911111372,1396419.4107127264,7193388.508165921,3379601.002069786,4500093.564717468,5858562.881032274,1234020.8120590353,1321013.4130725493,1207793.5786647792,1264468.2224137653,52647545.92668127,23406964.949416377,28859375.071739405,42413342.58463856,-34177573.393009864,-13830211.474796554,-19393521.393751882,-27055996.721635208,-471519909.43151426,-242529704.46227473,-318107439.65953857,-391373337.6922804,157.95033333333333,55.77166666666667,67.011,122.1878,193.23233333333334,68.51666666666667,82.21,149.58185,30.578333333333333,16.421666666666667,20.6135,25.6235,4.10855509537049,3.694594372266357,3.899828997953021,3.9636688422840436,0.6272231324899822,0.6393006137413386,0.6343987932995434,0.6314502509279569,0.14860273834775123,0.13304991942761474,0.13989633478323543,0.14315925172570346,0.05486876493533559,0.05748522001594778,0.0564688091492914,0.05578452421354985,34.008174834178696,38.63419716190278,36.17246002072584,35.62728264888213,213.67716963649653,166.02103689355377,189.4860432330261,196.99752317646656
27,6786.612496067723,3122.076678240881,3246.72679293303,5504.024959828328,20689022.8515603,10575661.392772412,10438504.698096046,17149346.34098454,21300226.371444676,6989469.43911684,8591748.409255514,16291461.445129933,4440730.174788037,1550875.4901713221,1816139.7655322785,3429281.035172187,17353948.8792653,8467711.099914541,11260311.495333716,14243765.656492535,1735053.810582922,1548284.0545333286,1597382.5109094053,1669684.3959655645,1959055.6481582138,760252.5060067091,814007.6670312118,1539474.5484051872,7503238.516540189,3493088.038456069,4654422.553245781,6099685.849210747,1370712.3123045787,1026548.8118642673,1252843.8486672845,1250255.0871504697,56757009.599885285,24388748.342545044,30533677.13378159,45428118.159816206,-36067986.74832499,-13813086.949772634,-20095172.43568554,-28278771.818831667,-507587896.1798392,-256342791.41204742,-338202612.09522414,-419652109.5111121,171.738,59.665,71.6695,132.51245,210.0,73.228,87.8755,162.1298,32.076,17.017333333333333,21.4215,26.805466666666668,4.010678968263412,3.600727842051391,3.8037020498173644,3.867196074089205,0.6331203116267942,0.6455147842967935,0.6403640953328269,0.6374583770612939,0.1438297017680238,0.12838866264525828,0.13517038227709913,0.13842533807505586,0.05373719522455466,0.056843111791116126,0.055926582517045596,0.054824266022851176,34.142850766037434,38.86179955981532,36.34150557846449,35.7944828438597,208.58121100236195,161.78162251399482,184.80286039682693,192.20135503143345
28,7546.77351572281,3427.310870122408,3559.3686579561595,6104.96158976267,23097090.579897035,11655192.791809933,11490035.999819882,19092426.35406655,23400048.00339837,7553050.804353829,9273297.591936,17853598.983732782,4770531.647411757,1641357.7737396557,1917855.1561731123,3675320.791626522,18421878.129980616,8871385.897971073,11833439.205708886,15079205.848777276,1816044.6703366458,1602980.0061488447,1650524.8473190183,1741472.0378709156,2168468.8568507354,829466.6658519713,886708.0158917482,1699818.090001168,7818263.358722342,3608401.76697828,4812427.942478315,6344811.801611921,1345395.7398553928,1073822.8046977208,960741.7074838001,1250345.2125502075,60961921.85047984,25789274.07007064,31936881.259424437,48651495.12733662,-37864831.2705828,-14134081.278260704,-20446845.259604562,-29559068.773270067,-545452727.450422,-270476872.6903081,-358649457.35482866,-449211178.28438216,186.352,63.809333333333335,76.5505,143.4620666666667,227.77233333333334,78.245,93.769,175.43776666666668,33.63966666666666,17.622333333333334,22.2465,28.0336,3.9179105963829364,3.5115152248057107,3.7113281210747138,3.775672216330907,0.6387929021541333,0.6516400989625364,0.6464292060308826,0.6432894210370744,0.139120038433292,0.1237920219791153,0.1304862231125345,0.13375523267433015,0.053258836934728646,0.05585290320721456,0.05508153011671289,0.05416676013009872,34.281439395150244,39.075428431934334,36.51294552117267,35.95933555802468,203.74943182789508,157.76649441679064,180.31045205066235,187.65540373400853
29,8365.242589382357,3755.6673333680246,3894.68661460478,6751.891249777341,25702350.575147808,12817525.857518205,12626410.556449898,21192661.92397745,25663553.386083126,8141373.765358299,10002838.146768782,19530790.51882944,5102044.34846548,1730787.9318051625,2018470.4971211748,3922104.602634369,19537551.9078255,9286061.97349257,12423181.637113389,15949530.430808976,1904374.3586422163,1651310.0695686494,1719553.8511773366,1815801.8574664677,2391079.8125638734,909040.1571397324,966751.8153668528,1872365.933165424,8138686.905881895,3725240.5312310765,4972749.487550404,6593980.674754108,1241276.2964512021,853809.9464824508,1263270.4419947937,1105663.0739621392,65337678.98864593,26967089.661371008,34028172.61423676,51907972.72409971,-39635328.413498126,-14149563.8038528,-21401762.057786856,-30715310.80012226,-585088055.8639202,-284626436.4941609,-380051219.4126156,-479926489.0845045,201.702,68.065,81.6435,154.92905000000002,246.47266666666667,83.39466666666667,99.948,189.39536666666666,35.257333333333335,18.231,23.089,29.298116666666672,3.82964197462401,3.4257656432518986,3.62414757700379,3.688285258643771,0.6443717260752182,0.6578226091507211,0.6522088615853939,0.6490795351516442,0.13445253400195556,0.11924891147554209,0.12584425229651647,0.12913126611771086,0.05292867581888843,0.0551289619174066,0.054081510406026545,0.05369877595336979,34.42173633383372,39.271406089746876,36.68072018090773,36.119120748403326,199.1497652786101,153.89525206521225,176.05600879021893,183.31068565392087
