month,users_cons,users_opt,users_med,users_plan,revenue_cons,revenue_opt,revenue_med,revenue_plan,labour_cons,labour_opt,labour_med,labour_plan,tokens_cons,tokens_opt,tokens_med,tokens_plan,eng_cons,eng_opt,eng_med,eng_plan,compliance_cons,compliance_opt,compliance_med,compliance_plan,sales_cons,sales_opt,sales_med,sales_plan,gna_cons,gna_opt,gna_med,gna_plan,onetime_cons,onetime_opt,onetime_med,onetime_plan,total_cost_cons,total_cost_opt,total_cost_med,total_cost_plan,contribution_cons,contribution_opt,contribution_med,contribution_plan,cum_cash_cons,cum_cash_opt,cum_cash_med,cum_cash_plan,gen_heads_cons,gen_heads_opt,gen_heads_med,gen_heads_plan,floor_heads_cons,floor_heads_opt,floor_heads_med,floor_heads_plan,eng_heads_cons,eng_heads_opt,eng_heads_med,eng_heads_plan,blended_min_cons,blended_min_opt,blended_min_med,blended_min_plan,auto_share_cons,auto_share_opt,auto_share_med,auto_share_plan,tok_task_usd_cons,tok_task_usd_opt,tok_task_usd_med,tok_task_usd_plan,churn_cons,churn_opt,churn_med,churn_plan,arpu_usd_cons,arpu_usd_opt,arpu_usd_med,arpu_usd_plan,min_per_user_month_cons,min_per_user_month_opt,min_per_user_month_med,min_per_user_month_plan,adds_organic_cons,adds_organic_opt,adds_organic_med,adds_organic_plan,adds_paid_cons,adds_paid_opt,adds_paid_med,adds_paid_plan,marketing_spend_cons,marketing_spend_opt,marketing_spend_med,marketing_spend_plan
11,1148.9032988840938,1924.1865398730115,1464.2428566093117,1420.252433230215,5411712.354958688,10027572.30141399,7252979.862545848,7027263.336218044,2333658.7911360203,3419731.01664182,2776669.089120888,2713784.07006305,665343.7004774432,1031925.9423236639,813413.0177370915,793647.4851236204,4825520.35015285,5327814.409270922,4943085.850317107,5001323.270844175,440456.7584042045,460771.1791718024,448329.4745169659,447566.80567286373,745039.7729606403,1329961.8154199522,981411.9566642863,949762.4878213995,3542857.653520722,3880809.3560383515,3587753.0297622816,3661140.7494018925,241176.29244199625,209236.56039918223,299453.8450073256,229997.38622701133,13081025.190420935,16183788.9502179,14230086.595946953,14166992.506349873,-7669312.835462247,-6156216.648803909,-6977106.733401106,-7139729.170131829,-74297929.39581618,-66802828.767644726,-69530460.33680359,-71674644.17595616,21.867333333333335,33.31033333333333,26.4305,25.87238333333333,27.566,41.39533333333333,33.0925,32.40626666666667,11.049666666666667,12.355333333333334,11.434,11.50665,5.368617179056443,5.210757286773062,5.276691013128512,5.3133662167572595,0.5926812882678513,0.595194291908401,0.5947337489358752,0.5935608395420437,0.23344195626236985,0.22672411106462498,0.2301355010136574,0.23109071044315915,0.07359697955832695,0.06975366419043,0.07174765173315463,0.07225181917956301,52.74989091466178,58.14115843250427,55.589672736643166,54.63683454590665,148.2784467912445,137.01813401573688,141.2507703198139,144.33733731981684,164.11066589986743,335.17154582880937,229.48429503983652,223.9819738749971,58.08460955789518,100.8635648167663,76.30566272654661,73.05724389850008,704012.1064856735,1246168.92896275,924040.8829043271,893766.9943526501
12,1321.503382691343,2311.7104053825974,1718.0828989111344,1668.075840633282,6239946.938117376,12083032.37355687,8531975.706694845,8285026.840521198,2560943.8031469877,3917650.6329197967,3105872.648588702,3035791.1935674706,741138.7192716746,1198308.0001380045,923768.3869214042,901147.9675748901,5067119.237952971,5656232.341297843,5220954.027876677,5273308.824123676,452626.360469557,479998.23186819744,462470.3031130564,462206.51545908116,858614.8888840714,1603614.58057451,1154487.072425613,1119364.780975725,3737189.837738088,4166029.392465924,3814099.5434557917,3887283.6818928304,388460.21096039185,356120.27681243024,316158.92273026536,377141.2340086053,14136996.511067508,18008649.918099016,15444725.684333812,15492075.203528535,-7897049.572950132,-5925617.544542148,-6912749.977638969,-7207048.363007338,-82194978.96876632,-72728446.31218687,-76443210.31444256,-78881692.53896351,23.878333333333334,37.92333333333333,29.417,28.794083333333333,30.005666666666666,47.00033333333333,36.7135,35.9538,11.465,12.960333333333333,11.934,11.988366666666668,5.103732303725772,4.947557881717664,5.012274695525019,5.049071256022934,0.606130441398869,0.6086481478575506,0.6080948840396634,0.6070116386594075,0.22592031972394397,0.21917700878758758,0.22259836868958816,0.22356016089621925,0.07097029138015641,0.06748389230877096,0.06906551955302191,0.0697500517051715,52.89170306574922,58.31422918120927,55.74605110173389,54.789587206160235,140.97006445891085,130.0889741960815,134.1709263505348,137.1616828669206,187.26154608951896,397.9149414496453,266.1603721749437,260.99023446556316,65.39436037002893,118.26535856075022,87.68399914175586,83.89920973678139,811799.5023616917,1504135.8452120984,1087946.9793818772,1054117.2223593341
13,1513.9669117659091,2774.480696121504,2016.5577435474404,1955.1467362903672,7168136.7432337925,14542096.647230823,10039428.903030545,9749022.709632752,2811155.8253401634,4493362.913820404,3486253.666429038,3399928.3063082476,821880.0660449845,1391388.2919699398,1049808.6701078874,1021207.9451187188,5311479.078972359,6009544.396696272,5500447.326292471,5555801.940175729,472480.09994861245,505551.2053640104,484858.098081481,484054.98684400175,988242.3375295689,1930965.4400726694,1357898.9855777211,1318195.4234196541,3937026.783291098,4467820.6881555235,4055803.534182606,4122804.649993647,574167.8013321097,460483.7809552303,547321.7275889199,534378.394200202,15296579.146485128,20017991.999287177,17008330.227486286,16949073.644965846,-8128442.403251332,-5475895.352056354,-6968901.324455743,-7200050.93533309,-90323421.37201767,-78204341.66424322,-83412111.6388983,-86081743.4742966,26.023666666666667,43.230333333333334,32.784,32.046,32.63066666666667,53.42433333333334,40.8215,39.90845,11.876333333333333,13.608,12.4255,12.482416666666666,4.858784458378623,4.703900455645786,4.766667960527679,4.80457505742213,0.6188156510552355,0.621460817748527,0.6209260404123409,0.6197414593978876,0.21867603264436597,0.21191646281870835,0.21534337231075062,0.2163101832053858,0.06950728732104239,0.06527730786387381,0.06733954307243809,0.06802679451103338,53.03397492679564,58.48790161001748,55.90295164966757,54.942849265923286,134.20895383818015,123.67232315751586,127.59258087503028,130.52113309994766,208.919372534606,474.0423361565554,312.4105182939798,301.7124098022883,73.39353146394484,137.96671683415536,100.33132845411495,95.99414634351852,936012.4943959176,1812454.8560335306,1279796.3560042263,1242767.3209690822
14,1731.8747867770958,3318.989597776859,2365.0637981539617,2287.3649706270126,8220265.165032544,17442930.988090955,11803820.150039373,11448198.203102987,3086241.6963059795,5150350.827038517,3918711.7813876416,3808679.892062368,910770.7989108006,1610265.668303289,1191841.3839293045,1155594.0031981715,5567478.004531515,6369344.206881398,5811634.883101873,5848131.175353974,498466.521499863,538952.2945807553,513538.5928493073,512636.54207817535,1134409.2649633805,2321156.111208025,1597212.7952721643,1549770.661149006,4146072.6874829885,4787234.510537234,4309896.225263596,4370479.325551975,664333.0382079342,593018.6233837223,649292.1252608466,639372.99301946,16443647.502219731,22280591.20776172,18610575.841225617,18486577.799159426,-8223382.337187187,-4837660.219670765,-6806755.691186244,-7038379.59605644,-98546803.70920484,-83042001.883914,-90218867.33008453,-93120123.07035305,28.373666666666665,49.166666666666664,36.597,35.65121666666667,35.49133333333333,60.634,45.455,44.29126666666666,12.301,14.251333333333333,12.9745,12.983616666666666,4.631802174951073,4.4785897185123,4.5391275872940895,4.5781778151975026,0.6308555897180611,0.6335830225380992,0.6331209862797382,0.6318101912050744,0.2116978843467748,0.20493057892468602,0.2083589623570666,0.20932932744904376,0.06794349327084853,0.06385492577240696,0.06580691091577023,0.06651249464639399,53.17670817202312,58.66217803505501,56.060376328908376,55.09662262408428,127.94291036670802,117.74254540942613,121.50464385353804,124.37278263165936,236.75501391324568,559.3664564936063,365.19383927033164,349.66901881637193,81.86117741703735,160.20092422756656,114.46319683765572,109.28008880072258,1075220.511485069,2181314.497084623,1505914.3354545815,1462353.4064449128
15,1979.0002573161023,3965.3191980076717,2757.803511840245,2674.2118865581515,9415196.97177716,20898226.50626742,13799043.765336527,13434257.30884875,3390889.947022227,5910485.488392141,4389898.746666596,4272748.386501697,1008325.2631215693,1860708.4184205157,1346028.0347041755,1306659.3674762007,5839579.459380815,6767114.511810899,6118802.672646786,6164216.727731343,532948.771566486,579343.9317786249,547247.9573698655,549187.0776407346,1299991.3120617738,2782247.859004956,1873674.8170352594,1818781.1034918877,4364772.729894305,5128177.195986499,4572432.45189848,4631964.293026572,1109473.8145787618,962039.6384890774,963221.0246457598,1057871.8529473722,18045271.9231242,25080263.59387267,20534220.97771163,20507519.007886164,-8630074.95134704,-4182037.0876052454,-6735177.212375099,-7073261.699037412,-107176878.66055188,-87224038.97151923,-96954044.54245964,-100193384.76939045,30.945,55.946666666666665,40.685,39.69558333333333,38.627,68.86733333333333,50.4225,49.21111666666667,12.748,14.962666666666667,13.5005,13.523133333333332,4.421251118623101,4.269553216271701,4.3285821130201745,4.368156852800111,0.6423158818404695,0.6451779646398478,0.644651103163148,0.6433176108202519,0.20497515016008677,0.19820799080625315,0.20163409546558733,0.20260664438624498,0.06594408869188936,0.061531375888582006,0.06398299074705116,0.06439963921073179,53.31990448226603,58.83706078204219,56.21832709579352,55.25090918718769,122.13276887874534,112.23846719532922,115.86942850195497,118.66976328954969,267.80614922756865,663.232843165253,412.4071781174151,406.20549210575814,90.87914914903705,184.85285693213476,130.06798130575638,123.76994687312126,1233039.7747548816,2616439.648213643,1770573.0225059057,1717229.730465448
16,2251.289636903016,4722.30866770989,3207.3652059655747,3116.146297685422,10733085.636157438,24952178.769347783,16087835.733258985,15709768.232774056,3714563.6748265773,6779649.48452942,4914705.45306986,4787343.708222572,1111882.2519807047,2145789.3161213063,1517274.3906902866,1473749.7244299152,6114744.24362705,7167502.457235827,6450336.696173952,6483209.618390122,570428.4312536861,627417.3902569986,585311.0411366703,590374.5669048454,1486352.636291001,3329822.8591062627,2187779.7987646502,2131567.2142763427,4590357.2860480035,5487542.0576069085,4845935.669881828,4904371.9560936205,1301583.037881879,1288342.2339517584,1169675.611488677,1296948.7565063369,19459134.581671625,28127684.110069737,22513853.14734315,22493126.916610964,-8726048.945514187,-3175505.3407219606,-6426017.4140841635,-6783358.683836908,-115902927.60606608,-90399544.3122412,-103380061.95654379,-106976743.45322737,33.648666666666664,63.60466666666667,45.1665,44.133266666666664,41.910333333333334,78.15466666666667,55.871,54.59585,13.191,15.660333333333334,14.065,14.055266666666668,4.225779780780239,4.076316035976438,4.133615568541251,4.173467470098909,0.653260329887249,0.6561061755115599,0.6556112159146087,0.6542563758557578,0.1984975691355055,0.19173783539172176,0.19515821100168698,0.1961316623251812,0.06430038088341365,0.060146895172556565,0.06216783406519964,0.06284666088461367,53.463565544998886,59.012552186335604,56.37680591456707,55.405710869466745,116.73438013239011,107.14952991100769,110.64905958571873,113.37968255490627,296.2923620977072,780.3555326645995,471.69293585668476,465.7144717961195,100.4991832933143,212.24657576712934,146.61836062189087,139.61077065914958,1412279.5457665739,3134733.975940113,2069856.564800479,2015138.5963273123
17,2550.890758830796,5612.404693012908,3725.433326965997,3622.420635794535,12187335.76235082,29731800.404890146,18725548.4555226,18327898.387239583,4063129.912939523,7771937.9572444,5499863.6742243655,5361212.72844623,1221550.5682306702,2469001.1707118326,1707691.214559571,1658158.279099077,6396530.328565511,7592336.602666064,6786418.444203925,6815062.524500705,607545.495362926,683686.7787379778,627967.5741052018,634194.9445441941,1691779.9228818945,3973398.4347582017,2549145.8949242546,2490346.402038602,4822069.881437948,5867421.8859110745,5132588.207115357,5187943.083003542,1413667.0424422754,1552793.6036109775,1360981.6079075946,1462361.338851321,20862641.610513955,31461347.326469403,24645682.298599645,24572188.611098364,-8675305.84816314,-1729546.9215792601,-5920133.8430770375,-6244290.223858782,-124578233.4542292,-92129091.23382047,-109300195.79962085,-113221033.67708614,36.48466666666667,72.23266666666666,50.1275,48.99646666666666,45.37133333333333,88.61766666666666,61.8855,60.507549999999995,13.636,16.392333333333333,14.625,14.600716666666667,4.043665997197582,3.897176681872961,3.95208352375299,3.9923947368339645,0.6637772030965694,0.6664895273376547,0.6661433787965998,0.6647265165809493,0.1922553228331605,0.18550972933771162,0.188921208764919,0.18989436510975338,0.06267580789175584,0.05867599994177985,0.06014740410151689,0.061275875109264244,53.6076930543641,59.18865459297031,56.53581475741386,55.56102959287627,111.70748793361524,102.42938950277838,105.79182168768524,108.46015348282234,327.2683098331151,922.2864774241381,543.8821397416244,535.5246684899731,110.42983258993617,242.0877626566788,164.35264198214736,156.5101081132961,1609962.8454236155,3742826.815402167,2413175.3599888477,2356465.2349161087
18,2878.2942757136534,6648.267469358745,4308.869544193754,4197.7848934894355,13776411.342724081,35302273.92198957,21708916.153386626,21310463.245467,4435968.493095784,8893694.834390124,6151135.266882348,5996172.712548804,1336529.4185214273,2832261.764880397,1915617.004811772,1860035.7397470665,6686140.636389196,8038847.803644807,7144068.737266616,7159588.14492866,643051.1959736651,736036.530981307,672164.3186714055,675596.0632263398,1918013.9421009775,4729582.113059965,2963911.1568481377,2902062.801936623,5056528.362119503,6267191.0396050885,5433455.880983301,5480260.2992394585,1621842.7462550465,1471661.0343005916,1626699.166073061,1569279.1470709872,22428839.19800384,34810369.85384209,27044526.179694977,26762374.927547224,-8652427.85527976,491904.0681474801,-5335610.0263083475,-5451911.682080227,-133230661.30950898,-91637187.16567297,-114635805.8259292,-118672945.35916638,39.464,81.84133333333334,55.522,54.29606666666666,49.01166666666666,100.26,68.4575,66.94858333333333,14.084,17.151666666666667,15.216,15.157683333333335,3.874946622405722,3.7306076958336587,3.783437889791726,3.8244279981054996,0.6736914004631144,0.676430857578007,0.6762395777129985,0.6746502104533267,0.18623901512543217,0.17951374667591827,0.1829134277724403,0.18388517116810232,0.06136270095623687,0.057155708954449984,0.05959762202420193,0.05989025375561145,53.75228871120008,59.3653703567021,56.695355604493535,55.716867287125794,107.04922281610835,98.04322415639162,101.27620548789422,103.8971232852075,359.6543109934186,1079.2482093057722,620.3155540789896,611.5121754027424,120.67723296709892,274.568179865048,183.2621400293288,174.5390643813811,1828100.364352623,4459770.060733521,2808832.2683283905,2749184.7580859372
19,3240.678458609883,7831.072000650655,4973.434337085611,4847.316198324153,15541756.153731856,41690540.7475496,25106475.012833145,24693830.761568066,4837856.02303591,10143584.353653377,6869478.065903638,6694860.9387520235,1459956.301959412,3231058.6898971144,2144575.5768984477,2079842.1377376078,6988928.424685542,8503956.49284267,7512128.027789324,7519188.2485405365,674580.2868625919,787397.3177615751,710729.1515096175,714066.2476772361,2165999.5414046803,5606043.556210949,3432913.710312998,3370014.9465868743,5301267.812750112,6681691.670096811,5747795.863995495,5784416.162821457,1867935.7641608377,1809549.6354546454,1556590.901943862,1847500.6191136704,24120952.363888342,38937400.33073118,29290065.3916207,29306709.152283337,-8579196.210156484,2753140.4168184297,-4183590.3787875567,-4612878.390715265,-141809857.51966545,-88884046.74885455,-118819396.20471676,-123285823.74988163,42.653666666666666,92.37566666666666,61.412,60.05636666666666,52.891,113.04166666666667,75.609,73.94373333333334,14.546,17.92866666666667,15.811,15.729933333333335,3.7177080902538315,3.5759640440939644,3.6269440483448387,3.668097674097878,0.6831883712628548,0.6859184950962284,0.685790227350714,0.6841439146045356,0.18043965296627917,0.17374039754797158,0.1771256260658778,0.1780949135698715,0.05924670532018236,0.05617574366327207,0.057489705406363965,0.05817186874026376,53.89735422306915,59.542701842050185,56.85543044397479,55.873225889712515,102.71101621675491,93.9719498298058,97.08572134927564,99.65234298132272,398.1513599842729,1242.8098716500572,706.3051492200153,693.7818390672974,131.0419926211144,309.39293251362693,203.06586523317236,193.46482158349377,2066461.7014086118,5295341.088298435,3256337.423007994,3196569.4868200496
20,3631.512616846795,9190.935220345842,5699.796977900796,5577.310528071461,17451520.501387976,49048697.57320858,28830156.685871672,28510532.476525187,5259368.270072909,11547304.860198542,7641713.942542782,7460146.0766168805,1588303.0986243861,3671632.2159689465,2383252.927054021,2317468.2896949826,7299673.621100701,8990591.630248044,7891824.021326899,7891494.924302271,706883.8108296957,839689.4437095253,746563.0327263365,753365.782337636,2439566.3828152143,6612808.115863977,3961103.019956139,3900200.9893822814,5549218.043139805,7114847.414606199,6066752.0577623425,6097188.323153043,1649466.199423695,1847679.0167827345,1758217.0032469502,1718840.685499359,25418425.89904986,43182021.767115854,31960792.15518003,31635684.452872954,-7966905.397661885,5866675.806092718,-3130635.4693083586,-3125151.9763477747,-149776762.91732734,-83017370.94276182,-121950031.67402512,-126410975.72622941,45.948,104.01566666666666,67.6195,66.27168333333333,56.889,127.155,83.1555,81.4821,15.012,18.729333333333333,16.4145,16.313066666666668,3.571026102561704,3.4318498045913928,3.4825484987477155,3.522314398272095,0.6923287659929216,0.6950347232369761,0.6946747906985238,0.6932758510283407,0.17484369345004078,0.16817984197914057,0.17154759261850672,0.1725113454352257,0.05816260263790009,0.054640399400988984,0.05636260513349953,0.056929831504981196,54.042891304285995,59.720651423339845,57.016041272069735,56.030107345954846,98.66185411978478,90.18141098023365,93.22081958779978,95.69369902094188,433.21183902174135,1436.9080149261417,780.5270721246712,784.5055005882814,141.64156853650925,346.0438281318501,223.72020116370888,213.18235939487855,2331263.4230597783,6253581.112132441,3765971.2519249716,3704074.61423521
21,4041.336002833883,10737.402608514736,6500.50715759046,6384.959314822181,19458306.430734895,57439145.473761156,32941057.205591187,32751600.095794085,5693488.714140846,13112513.948394518,8471276.902447531,8290147.546129631,1715315.9757412532,4155108.4261002005,2635443.3276255294,2569243.333366885,7607924.909978435,9492923.7194914,8276097.645602249,8267674.493307973,732149.0312886364,891914.2146399285,782975.0364450446,788066.8454615886,2733002.5064351866,7769260.731818954,4541564.800876629,4495692.885319505,5795614.173275031,7561294.326108659,6391165.579728058,6413602.2267668005,1619843.649094545,1652248.587659689,1653315.3891968997,1631185.3775923452,26930041.74097998,47630641.92254321,34478928.53830625,34175251.80452711,-7471735.310245079,9808503.551217964,-1537871.3327150645,-1423651.7087330143,-157248498.22757244,-73208867.39154387,-123487903.00674017,-127834627.43496244,49.25666666666667,116.776,74.187,72.88843333333332,60.911,142.63533333333334,91.126,89.51451666666667,15.461666666666666,19.542,17.0125,16.889783333333334,3.4355032802350536,3.2979155749163978,3.347589418079218,3.387347583373524,0.7008130047438134,0.7036632476766208,0.7032588136675584,0.701810589770296,0.16942068824203285,0.16281073641674149,0.16615151454150634,0.16710720510318086,0.05729228615700924,0.053347322109577856,0.05532512386503693,0.055911548740408254,54.18890167594576,59.899221484745475,57.177190093068454,56.18751360902566,94.92335107495236,86.65965895301359,89.60945331701261,92.0310588322738,461.0977249079605,1647.8243833506783,868.1651919835115,876.4520553629117,152.24799209002327,384.3984760584193,244.55414590014553,233.5006614789619,2617728.0752081964,7357304.635981285,4324523.50288075,4276579.871478777
22,4482.851498521124,12488.396737517367,7377.921377742259,7284.792332169809,21620967.712897375,66958059.615820475,37464926.541015565,37488949.87892046,6155336.730566508,14849475.507522512,9363585.543689061,9198285.302501108,1845857.5854004396,4683429.976928472,2900400.13140333,2839007.922435251,7928329.503435671,10014308.708355982,8677249.985152438,8658422.22515778,753468.7840384322,946312.3425457313,816393.6753394741,820964.0295159868,3043819.357677415,9087002.627705636,5180594.861917748,5158933.502187292,6046405.673171544,8026094.907759657,6723388.905901303,6739296.905277384,1385987.2551000693,1408137.0707329216,1228627.0267613716,1393739.6905715675,28306638.951803792,52507548.352586515,36855054.14367957,36776957.242077745,-6685671.238906418,14450511.263233952,609872.3973359973,711992.6368427109,-163934169.46647885,-58758356.12830991,-122878030.60940418,-127122634.79811974,52.683,130.70833333333334,81.108,79.99186666666667,65.097,159.52633333333333,99.5415,98.14726666666667,15.922,20.370333333333335,17.6255,17.478916666666667,3.3098197667965064,3.1735370727607806,3.2218908691610846,3.2621208238840023,0.7087555473851608,0.7118396137316229,0.7114812718575528,0.7098349706064224,0.16415113271373857,0.15760170608878857,0.16091372769185758,0.16185883339500606,0.056081674635331834,0.0524212264463331,0.05388362966675283,0.05480051776918227,54.33538706595272,60.07841442033363,57.33887891937368,56.34544663998604,91.45098049110206,83.38877708722845,86.24643476476061,88.6292092997463,500.2935722687226,1884.5232265658417,957.7451243162839,984.7739512727143,162.58642650094822,424.0419102487449,265.65930647395703,254.09584581267706,2918745.9646102344,8615871.821064174,4941158.580838678,4912740.014369113
23,4947.433632428979,14453.66088825513,8329.348996632292,8274.613171968133,23903675.282370046,77681408.23774406,42382281.14418721,42725881.81675095,6620691.261455673,16768957.42605954,10306178.287388276,10172584.419067025,1975113.3753279203,5254042.636533529,3173388.0474378904,3122738.6167498827,8249605.521808558,10544508.737327522,9074808.169203471,9052821.647240195,770651.6773140349,1000876.5318150138,845205.7067727065,851230.3763893775,3376173.740330316,10577316.576476067,5883068.333690125,5896573.732981329,6296411.126373769,8506507.410119472,7061138.110044536,7069944.825684765,1152025.8918046728,1105392.2604086031,1130664.6639758113,1135704.1208160482,29709190.247331046,57809781.296844736,39697866.58569348,39544397.11466083,-5805514.9649609905,19871626.94089933,2684414.558493734,3181484.7020901213,-169739684.43143985,-38886729.187410586,-120193616.05091043,-123941150.09602961,56.11633333333333,145.827,88.2775,87.51506666666666,69.25433333333334,177.87166666666667,108.256,107.2704,16.369,21.194666666666667,18.2165,18.057983333333333,3.1921927295086587,3.057803580558342,3.1052282057104854,3.145156527376048,0.7164261247691126,0.7196132931612165,0.7191501068493026,0.7175416337063489,0.159011625699803,0.15253782599822008,0.1558076712049882,0.15674579580424897,0.05478106468331526,0.05117590497447345,0.0529696943783897,0.053519258785220625,54.48234920904878,60.2582326341065,57.50110977153559,56.50390840781898,88.20421655123324,80.34539176639667,83.12305850255257,85.45362787654045,532.1143335828403,2134.4305364119828,1053.3174101511615,1092.9250045730403,172.8171990397987,464.4772276384,286.6117802009416,274.8982090493091,3243145.156934606,10043708.942373069,5619738.981152334,5623342.481838068
24,5434.882684129149,16644.33784781219,9353.656579058546,9358.191991418213,26305746.494247172,89662318.93211265,47691727.59623725,48480546.847500086,7106439.59526455,18865248.464052908,11302767.321623646,11222022.699340474,2105171.342425408,5858216.093854174,3454494.329894753,3418737.005425476,8574575.977048667,11100297.375729235,9494927.187571423,9458578.466586865,785201.7546837383,1057975.8281138237,871842.2051508985,880672.6803842683,3726034.8207090045,12252156.866428979,6644015.898150215,6710177.536710995,6547660.184923914,8998497.623759205,7402970.7258510385,7405453.288516266,848402.761323501,817467.0350829981,805812.5518793409,837575.257139325,31089493.486598052,63626871.81760719,42478542.24184874,42477575.90245125,-4783746.992350884,26035447.114505477,5213185.354388514,6002970.945048842,-174523431.42379072,-12851282.0729051,-114980430.69652192,-117938179.15098076,59.595666666666666,162.08166666666668,95.7245,95.46576666666667,73.492,197.58133333333333,117.3035,116.92326666666666,16.809666666666665,22.048,18.8355,18.64308333333333,3.082050556997445,2.949654781943175,2.9962241434432673,3.0357120357284506,0.7238120527331777,0.7270707553982056,0.7265298776883028,0.7249525986659375,0.153970117756325,0.14758885623350024,0.1508273559778931,0.15173667622333634,0.053241086091911805,0.0498956303323968,0.052072467100765005,0.05207017657608155,54.62978984684218,60.43867854004533,57.66388467828686,56.66290088946329,85.16301387053029,77.5010894390857,80.20658799645126,82.48134031952469,561.9341134139914,2399.7825230694725,1146.6949060885333,1205.1810567934099,182.78056947544337,505.1093337254197,307.298931932999,295.5956369629351,3585551.2923555067,11652211.235661611,6357342.171628082,6408882.272512643
25,5945.456848942195,19034.477404863508,10449.834887977991,10526.614043514655,28822548.543442953,102775848.44471495,53376172.848290145,54706203.508888155,7604607.233018083,21105525.895207595,12338863.645239117,12329928.76478441,2231877.904981166,6489175.507298932,3740032.2019127407,3721932.065792384,8902276.467994936,11659964.55066988,9910842.200497417,9867467.296931166,797664.64990525,1117741.9847037315,898742.9529299475,909691.7170847184,4095442.064685047,14112121.795823768,7464437.301838392,7601279.970583599,6800688.452437069,9495406.656495754,7743458.50158699,7743839.823857609,652042.0325043481,626335.2233153451,703131.5833801402,643044.649288197,32614401.849559482,69968229.17566986,45599629.18520145,45688241.413698114,-3791853.3061165316,32807619.26904507,7776543.663088698,9017962.09519003,-178315284.72990724,19956337.19613997,-107203887.03343323,-108920217.05579074,63.08133333333333,179.088,103.299,103.68366666666665,77.73866666666666,218.20433333333332,126.501,126.90164999999999,17.244666666666667,22.883666666666667,19.431,19.218316666666666,2.9792750531126093,2.8486415887452483,2.8940965528440783,2.933553340584033,0.7308303511478998,0.7342388503593092,0.7336632534529173,0.7320233258718931,0.1490227378763429,0.14273098298542708,0.14594796775696567,0.14682062366452237,0.0526748376984414,0.048857738126095646,0.05105640731883833,0.051338852848120384,54.777710727836435,60.61975456215422,57.827205676577826,56.82242606984766,82.32488078036808,74.84431462231062,77.47059851438529,79.70668262504796,598.3203621918858,2651.0958240274836,1242.712649611219,1316.791773834345,192.4191046774576,545.3039501921273,327.6158545373271,315.928800607592,3945861.974137076,13449347.8398169,7153759.1394355865,7272082.027125014
26,6480.7339273411235,21669.732949954345,11602.8832767287,11796.88358525575,31471606.86495929,117262078.22145656,59377798.69036701,61498271.83973333,8121449.925982259,23535702.41680144,13411623.005240612,13516438.297768973,2356972.766271655,7152263.17948264,4020235.6621882534,4035324.4108954994,9236120.203122886,12242014.223927775,10328357.008822119,10288183.110404598,810776.7046991005,1183041.1025237388,926765.0942869816,941069.2439377238,4481458.388720101,16156605.814344589,8337808.9745077025,8567759.987688672,7053076.722320529,10006351.201704813,8081798.000260439,8086722.790105028,454726.2158381301,426623.7095726211,493145.4844614552,444890.338645202,34185104.31072684,76822518.22120024,48714236.2325746,49108199.17939253,-2713497.4457675414,40439560.00025633,10663562.457792403,12390072.660340812,-181028782.1756748,60395897.1963963,-96540324.57564083,-96530144.39544992,66.63133333333333,197.18866666666668,110.9695,112.32639999999999,82.05566666666667,240.15633333333332,135.835,137.3909,17.679666666666666,23.740666666666666,20.0115,19.80101666666667,2.8830738352526,2.7542283675648322,2.7982539016394354,2.8379779215618814,0.7375389480397835,0.7410846288888266,0.7405983547885922,0.7387799363369486,0.14416188399681554,0.13795969240904896,0.14113893554330498,0.14199111694109723,0.05140908913632219,0.04811710383138982,0.04992441974016421,0.05025689427959586,54.926113607459186,60.8014631345041,57.99107481161174,56.98248594192491,79.67062001645421,72.36415802297101,74.90773951671522,77.1133583187351,632.3044288146319,2960.9141905493884,1325.5321890567213,1447.3178454217966,201.77168628613305,584.1333648523355,346.9323137254436,335.5982737843039,4323382.281516443,15416377.26670724,8006425.927243522,8205930.526333222
27,7021.377226790645,24492.50649253104,12831.152951094502,13136.272469799784,34157860.44145278,132811361.21509808,65781063.798715666,68686585.71222863,8626804.826298086,26084213.60012962,14528827.693776246,14736897.897139123,2470712.881052731,7819241.686760109,4304099.058136096,4342697.963050313,9565663.569501907,12823936.763391556,10765022.529266011,10706059.187363284,824015.9788947245,1253538.009615361,956688.2985171597,974348.6896469473,4882564.201211612,18394718.893097542,9262536.760372227,9611818.343371687,7297968.902630783,10516565.231197132,8423473.37089036,8424477.617629005,325579.5600174766,389160.0033399868,258733.86877699936,347832.7151803552,35806623.261720516,84214127.83093628,51950332.77470421,52749249.86094603,-1648762.8202677367,48597233.38416181,13830731.024011455,15937335.851282602,-182677544.9959425,108993130.58055812,-82709593.55162936,-80592808.54416728,70.01166666666667,215.759,118.818,121.02323333333334,86.158,262.67066666666665,145.358,147.93743333333333,18.091666666666665,24.572333333333333,20.6105,20.3599,2.792960452383212,2.6653292251284437,2.708480542344767,2.7482895228440434,0.7440211628328652,0.7478120937669117,0.7472419780108973,0.7453479886597815,0.13938808903704372,0.13325769589601397,0.13641985651759408,0.13724245143768332,0.05006267579492279,0.04730322669140775,0.04879863729940073,0.04909686860869253,55.07500024809137,60.9838067012768,58.15549413688031,57.14308250670627,77.18384443924862,70.02561318830809,72.50471139457245,74.67846350141943,647.2926858708693,3221.6286395162338,1423.467827268704,1548.3102696467467,210.71247052096615,621.4515098336465,365.62927450458926,354.47113428040427,4720741.029743894,17589311.733218487,8906669.803555049,9224740.775960002
