month,users_cons,users_opt,users_med,users_plan,users_ind_cons,users_ind_opt,users_ind_med,users_ind_plan,users_fgn_cons,users_fgn_opt,users_fgn_med,users_fgn_plan,sub_rev_cons,sub_rev_opt,sub_rev_med,sub_rev_plan,commerce_rev_cons,commerce_rev_opt,commerce_rev_med,commerce_rev_plan,revenue_cons,revenue_opt,revenue_med,revenue_plan,labour_cons,labour_opt,labour_med,labour_plan,tokens_cons,tokens_opt,tokens_med,tokens_plan,eng_cons,eng_opt,eng_med,eng_plan,compliance_cons,compliance_opt,compliance_med,compliance_plan,geo_fixed_cons,geo_fixed_opt,geo_fixed_med,geo_fixed_plan,sales_cons,sales_opt,sales_med,sales_plan,gna_cons,gna_opt,gna_med,gna_plan,onetime_cons,onetime_opt,onetime_med,onetime_plan,total_cost_cons,total_cost_opt,total_cost_med,total_cost_plan,contribution_cons,contribution_opt,contribution_med,contribution_plan,cum_cash_cons,cum_cash_opt,cum_cash_med,cum_cash_plan,floor_heads_cons,floor_heads_opt,floor_heads_med,floor_heads_plan,blended_min_cons,blended_min_opt,blended_min_med,blended_min_plan,arpu_usd_cons,arpu_usd_opt,arpu_usd_med,arpu_usd_plan,gmv_cons,gmv_opt,gmv_med,gmv_plan,adds_organic_cons,adds_organic_opt,adds_organic_med,adds_organic_plan,adds_paid_cons,adds_paid_opt,adds_paid_med,adds_paid_plan,marketing_spend_cons,marketing_spend_opt,marketing_spend_med,marketing_spend_plan,adds_paid_ind_cons,adds_paid_ind_opt,adds_paid_ind_med,adds_paid_ind_plan,adds_paid_uk_cons,adds_paid_uk_opt,adds_paid_uk_med,adds_paid_uk_plan,adds_paid_us_cons,adds_paid_us_opt,adds_paid_us_med,adds_paid_us_plan,spend_ind_cons,spend_ind_opt,spend_ind_med,spend_ind_plan,spend_uk_cons,spend_uk_opt,spend_uk_med,spend_uk_plan,spend_us_cons,spend_us_opt,spend_us_med,spend_us_plan
11,1161.0481382034488,1910.3105487922219,1491.032359057711,1423.2899819095194,1161.0481382034488,1910.3105487922219,1491.032359057711,1423.2899819095194,0.0,0.0,0.0,0.0,5458854.243658352,9985774.123096257,7440050.042379086,7043276.201461619,0.0,0.0,0.0,0.0,5458854.243658352,9985774.123096257,7440050.042379086,7043276.201461619,2358467.8211865127,3443946.8191843717,2821670.8786841263,2738385.470485763,660710.2683108723,1026783.1271155163,825021.4611942314,788835.7688924978,4831877.4952156,5289595.287923858,4986028.451999546,4992078.72266349,439987.98186555225,449124.8027097988,443640.6379655667,443185.86916103854,0.0,0.0,0.0,0.0,751585.9123090766,1324936.838882543,1003225.9821215038,952258.7366097898,3499612.5118826814,3791291.370995685,3599278.4678180246,3601700.1125722327,275259.5148190492,210841.59873949568,231154.55365130035,252713.24419120548,13107245.37983487,16061069.754520345,14304403.72973302,14141083.910974786,-7648391.136176519,-6075295.631424087,-6864353.687353935,-7097807.709513167,-74088499.9538763,-66041917.16638072,-69440177.38039093,-71272195.97825286,27.856,41.436,33.6055,32.609,5.402892332344794,5.237861692332581,5.2825854844868205,5.34513160834052,52.53400172482792,58.33160258558866,55.784513745621226,54.563162026094176,0.0,0.0,0.0,0.0,166.49286893610739,329.4634862760898,237.587983920759,223.53258500510123,58.3183220747166,100.56496042700088,77.6561802496998,73.1046454980161,709962.6950750499,1242570.9673135204,943828.986141314,896375.5903585146,58.3183220747166,100.56496042700088,77.6561802496998,73.1046454980161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709962.6950750499,1242570.9673135204,943828.986141314,896375.5903585146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1332.53303128114,2298.428631420878,1749.3537192192023,1670.5964913300481,1332.53303128114,2298.428631420878,1749.3537192192023,1670.5964913300481,0.0,0.0,0.0,0.0,6281869.7689237725,12052040.411152476,8752153.694820061,8301429.493703818,0.0,0.0,0.0,0.0,6281869.7689237725,12052040.411152476,8752153.694820061,8301429.493703818,2588027.056346334,3952993.124777834,3158698.7571499427,3065765.180297359,734164.4302400432,1194191.8480563774,936197.5785795462,895174.0264757602,5064980.058460476,5616190.161009283,5262716.181241181,5257903.594352558,452309.9416675414,466311.28176119726,457313.1160432744,457210.41070032096,0.0,0.0,0.0,0.0,865816.5280841896,1597387.9613219674,1183794.738317258,1121866.5297174118,3687958.92461006,4070435.056442599,3825972.2988246335,3821825.5707514486,389219.12531990744,405246.55261273973,415328.2563368975,394828.7248723988,14115967.873889845,17935897.90626448,15703996.879950244,15452943.385220967,-7834098.104966074,-5883857.495112005,-6951843.1851301845,-7151513.89151715,-81922598.05884238,-71925774.66149272,-76392020.56552114,-78423709.86976999,30.297666666666668,47.12833333333333,37.3005,36.1884,5.138277225988119,4.97313872088109,5.017171661078475,5.080478749200659,52.674912804162304,58.50751775185425,55.9443108386844,54.71632453585448,0.0,0.0,0.0,0.0,187.7927595882141,398.0873714301163,271.14892784158116,261.39587373287986,65.5943042578567,117.77072069354196,89.46421993716174,83.85605001034654,818868.3381871362,1497866.1184644387,1116007.5063568626,1056517.5612841921,65.5943042578567,117.77072069354196,89.46421993716174,83.85605001034654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818868.3381871362,1497866.1184644387,1116007.5063568626,1056517.5612841921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1527.7395637877007,2758.42276786385,2053.7231784263236,1958.478685214353,1527.7395637877007,2758.42276786385,2053.7231784263236,1958.478685214353,0.0,0.0,0.0,0.0,7220227.715063174,14512018.573095651,10300588.038662948,9772354.515374541,0.0,0.0,0.0,0.0,7220227.715063174,14512018.573095651,10300588.038662948,9772354.515374541,2842057.0277608903,4535804.748871195,3543408.8140249737,3434868.730149497,815059.5218949979,1386022.9462201826,1063240.3039027094,1014896.7204088126,5314554.909947643,5963695.556415082,5552796.421600853,5541754.136211246,471755.8919517678,492254.25741036306,478699.1604164466,478930.31986227614,0.0,0.0,0.0,0.0,995383.8937376523,1925749.553959143,1392302.1024751917,1321011.8748151741,3886614.27682063,4365770.707226002,4068217.890625801,4054319.0274625095,513530.59904529445,508519.63304496894,517230.44302671036,511776.76094518055,15222253.893721947,19940415.0051701,17162060.47458161,16873610.282728802,-8002026.178658775,-5428396.432074445,-6861472.435918661,-7101255.767354259,-89924624.23750114,-77354171.09356718,-83253493.0014398,-85524965.63712426,32.980666666666664,53.555,41.477,40.181683333333325,4.892559469338046,4.728236769294996,4.771925466379209,4.835046524322978,52.816277572161205,58.68405374807588,56.10464592083527,54.86999923373134,0.0,0.0,0.0,0.0,212.3859021344094,471.7739691450857,317.91619300873043,303.1717255881461,73.44987083049217,137.5992108903184,102.3088181352141,95.90213985143134,942287.41820405,1807806.0616728712,1312823.0542230092,1245218.9434181373,73.44987083049217,137.5992108903184,102.3088181352141,95.90213985143134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942287.41820405,1807806.0616728712,1312823.0542230092,1245218.9434181373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1745.5764684578894,3310.3248649721586,2408.1030898312006,2293.2384072378836,1745.5764684578894,3310.3248649721586,2408.1030898312006,2293.2384072378836,0.0,0.0,0.0,0.0,8271301.346731364,17466990.121277556,12107719.135959614,11489792.41782253,0.0,0.0,0.0,0.0,8271301.346731364,17466990.121277556,12107719.135959614,11489792.41782253,3113621.695860546,5214461.285023157,3982975.262780594,3848915.5520674596,901815.5126126253,1608927.2588554604,1207289.9306718165,1149304.6237976174,5570234.780657669,6333311.569762474,5857346.873120482,5837311.6568443505,497942.31261452724,526417.1493054143,505740.5272059193,507908.5054563377,0.0,0.0,0.0,0.0,1142477.4206181578,2318543.216803957,1637476.4342349293,1554100.4492831873,4091552.1492336234,4681373.625718764,4322056.716399425,4297989.666003423,628542.2286458708,663418.4615667379,599983.8157864786,640748.9101681743,16385337.419785457,22264517.03941859,18754872.65988751,18443050.28665705,-8114036.07305409,-4797526.918141035,-6647153.523927901,-6953257.868834522,-98038660.31055526,-82151698.01170821,-89900646.52536768,-92478223.5059588,35.805,60.983333333333334,46.1755,44.61741666666667,4.664565792252648,4.501551584013206,4.543577327269473,4.607510819368843,52.95809767199083,58.86121299609544,56.265521006107356,55.02418803542744,0.0,0.0,0.0,0.0,237.77305343472787,566.9617233584369,369.55291374194735,352.989087908026,81.8845767607238,159.8262017131964,116.65367779729851,109.16414549408921,1083034.157259476,2176802.785964348,1545088.2057994423,1465853.177306181,81.8845767607238,159.8262017131964,116.65367779729851,109.16414549408921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083034.157259476,2176802.785964348,1545088.2057994423,1465853.177306181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1990.009697325819,3953.0120440503733,2817.281185768709,2677.060518679413,1990.009697325819,3953.0120440503733,2817.281185768709,2677.060518679413,0.0,0.0,0.0,0.0,9451468.436709527,20918908.63706802,14201378.419913558,13465072.506834999,0.0,0.0,0.0,0.0,9451468.436709527,20918908.63706802,14201378.419913558,13465072.506834999,3414869.8283787197,5982411.182511859,4474364.24770944,4313509.302325319,995755.482255167,1859107.4106838023,1366617.531516665,1297928.6572051893,5836507.266859131,6715717.011965296,6173355.538079334,6144230.677646289,531171.3971969667,564644.60735869,538227.1279523141,542887.0207535699,0.0,0.0,0.0,0.0,1307316.7877610864,2785321.2010744396,1923176.244396265,1824618.3324207598,4305407.284298357,5011634.795509048,4589384.987879708,4552586.913222099,938874.1746109586,896348.591183555,978985.267458233,923990.2204113672,17831764.8223694,24914636.453363907,20797099.307603925,20310769.893217478,-8380296.385659873,-3995727.8162958906,-6595720.887690368,-6845697.386382479,-106418956.6962151,-86147425.8280041,-96496367.41305806,-99323920.89234124,38.88366666666667,69.246,51.351,49.51048333333333,4.45249001236417,4.291248899218868,4.332815771466214,4.396055622763314,53.100374753290176,59.03899792788989,56.42693811667544,55.178892864400076,0.0,0.0,0.0,0.0,266.4863430055261,661.0907315312252,428.07349600929064,404.5978789895208,90.81859647162267,184.82457274316957,132.40153886508028,123.72068816666408,1240695.2020097047,2620048.5181916333,1816157.8703939419,1723468.8626733797,90.81859647162267,184.82457274316957,132.40153886508028,123.72068816666408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240695.2020097047,2620048.5181916333,1816157.8703939419,1723468.8626733797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2260.775930994889,4712.006484800035,3276.999692965461,3118.70662482669,2260.775930994889,4712.006484800035,3276.999692965461,3118.70662482669,0.0,0.0,0.0,0.0,10762169.763227068,25008688.86655902,16557426.138854992,15748451.449393252,0.0,0.0,0.0,0.0,10762169.763227068,25008688.86655902,16557426.138854992,15748451.449393252,3737797.5019464297,6866249.016162268,5008874.744552527,4832755.531921973,1095685.403538167,2143352.006398411,1539280.7341698569,1462368.7145392522,6112764.64462706,7123470.85073866,6505716.2305417415,6466511.8167661205,568812.5747597573,614433.6246555621,584510.1184807685,584779.9422232889,0.0,0.0,0.0,0.0,1491544.0895654955,3333590.3403069344,2250933.045657631,2136260.277324999,4524410.74027601,5364217.819451565,4865782.755712707,4818343.217987454,1366055.6572322678,1296317.2157430076,1290430.5053254894,1341647.2027110266,19468601.48497993,28056021.148327164,22923385.011502426,22474198.36715146,-8706431.721752862,-3047332.2817681464,-6365958.872647433,-6725746.9177582115,-115125388.41796798,-89194758.10977224,-102862326.28570548,-106049667.81009945,42.14366666666667,78.60633333333334,56.921,54.90560000000001,4.256276552476853,4.096364365480613,4.137487554895736,4.200307287028169,53.24311047219824,59.21741098561597,56.58889928289033,55.33411565189444,0.0,0.0,0.0,0.0,295.2952962362664,783.0161789869275,482.90513068238914,465.99760519899775,100.2114358316003,212.06760937316088,149.43041033476828,139.3610965711465,1417720.2655064291,3137836.295560202,2130206.7629870335,2019760.8760252497,100.2114358316003,212.06760937316088,149.43041033476828,139.3610965711465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417720.2655064291,3137836.295560202,2130206.7629870335,2019760.8760252497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2560.119047296732,5593.515452683014,3806.1412370645276,3621.8077891819303,2560.119047296732,5593.515452683014,3806.1412370645276,3621.8077891819303,0.0,0.0,0.0,0.0,12217830.699103413,29772782.67966517,19276842.077333722,18362063.89230003,0.0,0.0,0.0,0.0,12217830.699103413,29772782.67966517,19276842.077333722,18362063.89230003,4086538.367050529,7863747.363892582,5609096.000174813,5408561.515945248,1202559.5598177055,2462274.765974622,1729810.3373952643,1643459.8819726263,6398977.139138041,7543695.6502249185,6854546.633074669,6799628.618018448,610247.9072189416,670306.3572898371,627632.308438972,631268.364743755,0.0,0.0,0.0,0.0,1696539.3744504435,3980085.8278326327,2623177.9060592623,2495780.6331342096,4750825.356955762,5731430.048775902,5157197.106019932,5094036.999092812,1500043.0246370677,1658064.8388964748,1486958.065506663,1555350.6596278602,20894623.192771815,31474561.351628363,25110523.27007141,24597601.548371606,-8676792.493668403,-1701778.6719631895,-5833681.192737691,-6235537.656071578,-123802180.91163637,-90896536.78173544,-108696007.47844318,-112285205.46617104,45.61,89.025,63.0715,60.80525,4.0739574976911666,3.9158971674452245,3.9559489225575977,4.018636382105087,53.38630649138119,59.39645462165501,56.75140654331395,55.48985833697703,0.0,0.0,0.0,0.0,328.85563986553393,915.12999139512,558.2559409240534,534.051662900889,109.93100154529198,242.04785461679649,167.33291312414673,156.17190012031855,1614325.46448406,3751303.3299838523,2483613.9208282484,2362267.717408987,109.93100154529198,242.04785461679649,167.33291312414673,156.17190012031855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614325.46448406,3751303.3299838523,2483613.9208282484,2362267.717408987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2892.419297662893,6629.385884403753,4407.720985360314,4200.357603022194,2892.419297662893,6629.385884403753,4407.720985360314,4200.357603022194,0.0,0.0,0.0,0.0,13832344.802700546,35376249.248109974,22371105.925616708,21372711.358593844,0.0,0.0,0.0,0.0,13832344.802700546,35376249.248109974,22371105.925616708,21372711.358593844,4465731.594581718,9005386.261829691,6278578.75132882,6054610.728118508,1316601.3365412792,2824326.6663846243,1939101.6505273916,1844305.2019864498,6686660.374847903,7986932.299183286,7211544.200859764,7141755.548365287,644811.5060439119,724747.4523789291,671229.4943599787,672789.0872611679,0.0,0.0,0.0,0.0,1924177.3976641695,4735889.7373470245,3050685.4079991756,2908276.716553169,4984011.453079913,6122376.531955549,5460794.986608052,5382439.230686385,1615989.641901507,1602275.347601144,1674499.1387878044,1611189.63889638,22372626.93259387,34861871.007880166,27472845.89498284,26743862.358944073,-8540282.129893322,514378.2402298152,-5101739.969366137,-5371151.000350224,-132342463.0415297,-90382158.54150562,-113797747.44780931,-117656356.46652126,49.326,100.80133333333333,69.8385,67.34236666666666,3.903226586075381,3.74807257540508,3.787634880218158,3.848922682340776,53.52996448005983,59.576131298658034,56.914461944754486,55.6461228665692,0.0,0.0,0.0,0.0,366.0111711946313,1079.8893415889945,636.6363855964711,615.8685308326584,119.9222705349377,274.26258103965597,186.49625086231106,173.9413792115891,1832674.6048655119,4465917.401949775,2891526.3116000574,2754309.5838450044,119.9222705349377,274.26258103965597,186.49625086231106,173.9413792115891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832674.6048655119,4465917.401949775,2891526.3116000574,2754309.5838450044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,3248.8884596801377,7816.993355277692,5077.967447057377,4847.725173139282,3248.8884596801377,7816.993355277692,5077.967447057377,4847.725173139282,0.0,0.0,0.0,0.0,15569352.975027023,41828970.81377915,25831234.87873529,24760219.218590267,0.0,0.0,0.0,0.0,15569352.975027023,41828970.81377915,25831234.87873529,24760219.218590267,4858141.254036865,10288805.38372441,7003890.098413649,6758873.699427506,1433562.0644982096,3223399.290228489,2163440.453702404,2060005.0935038072,6987793.08078806,8449009.870254513,7579910.757015949,7499218.957101318,680777.6019781409,774816.6013778052,710447.8369523253,713691.2517680235,0.0,0.0,0.0,0.0,2173672.518153407,5618620.615879564,3533659.676470976,3379404.3523575617,5218333.335033719,6527294.006473772,5773331.537909312,5676469.5700377375,1803567.8381332136,1816636.80707042,1809139.5955841874,1808141.9772612357,23982833.834282856,38898033.55468879,29944083.990722973,29203153.73642493,-8413480.859255834,2930937.25909036,-4112849.1119876807,-4442934.517834666,-140755943.90078554,-87451221.28241526,-117910596.559797,-122099290.98435594,53.09466666666667,113.79966666666667,77.0445,74.34141666666666,3.745680701092056,3.5925683390806316,3.6309661345247206,3.692091374388058,53.67408611403708,59.756443489591,57.07806754230167,55.80291119548095,0.0,0.0,0.0,0.0,395.28319099330105,1248.7329146522682,711.97515051388,693.9905942739395,130.1262764238845,309.1256889342618,206.5790051379212,192.77607080251653,2074851.720405082,5306437.387216497,3355665.8888425054,3205906.7037890772,130.1262764238845,309.1256889342618,206.5790051379212,192.77607080251653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074851.720405082,5306437.387216497,3355665.8888425054,3205906.7037890772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,3629.6799341236724,9202.947026465672,5816.4725839622015,5580.3234164433725,3629.6799341236724,9202.947026465672,5816.4725839622015,5580.3234164433725,0.0,0.0,0.0,0.0,17427600.11796813,49367795.20412411,29650351.51883956,28606668.398122724,0.0,0.0,0.0,0.0,17427600.11796813,49367795.20412411,29650351.51883956,28606668.398122724,5269219.784703048,11751097.815545402,7784324.633673361,7537877.095497873,1552468.1672011756,3674053.496989313,2400673.0883417525,2295023.0326270238,7293265.812385876,8934996.347444287,7960531.949135384,7867871.49965632,707762.7116993275,825189.8663902025,745639.557546211,748862.2158411337,0.0,0.0,0.0,0.0,2442024.823917251,6640908.530557165,4072733.655852085,3911634.121241221,5454772.73582815,6955725.62975201,6092741.233787027,5980106.248701502,1855823.1732766333,1833382.4697204698,1949938.407998166,1847968.9270319762,25501121.178155445,43211292.5896327,32579584.007851165,31699681.172172483,-8073521.0601873165,6156502.614491401,-2929232.489011601,-3093012.7740497654,-148829464.96097285,-81294718.66792387,-120839829.04880859,-125192303.7584057,56.961,128.45333333333335,84.644,81.98331666666667,3.5985882261966524,3.4477101692228245,3.485442793285388,3.5457809062558123,53.81867307572561,59.93739367778033,57.24222539936236,55.96022528644477,0.0,0.0,0.0,0.0,426.48751065279095,1466.2516339611675,792.193696167164,790.4049538107226,140.35796024613416,345.7217522153916,227.30223727056034,212.23528743537423,2335402.9462540536,6274345.622066871,3874685.2318102936,3714032.88278854,140.35796024613416,345.7217522153916,227.30223727056034,212.23528743537423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335402.9462540536,6274345.622066871,3874685.2318102936,3714032.88278854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,4040.5724567532093,10762.331291879374,6624.129353083983,6393.188049047367,4040.5724567532093,10762.331291879374,6624.129353083983,6393.188049047367,0.0,0.0,0.0,0.0,19432797.50595341,57877180.58326799,33839252.89979298,32888331.58301351,0.0,0.0,0.0,0.0,19432797.50595341,57877180.58326799,33839252.89979298,32888331.58301351,5702796.360050459,13367539.405855311,8609150.731269896,8385456.4260821575,1675058.5392467938,4158047.6391354077,2648857.0462478874,2544104.7242078087,7607700.359393705,9441343.515101083,8349384.220491812,8249475.463891286,734344.5557322118,877397.3743153366,781170.3356778307,784413.0422363055,0.0,0.0,0.0,0.0,2730014.247325582,7821114.291944016,4666385.914875788,4511899.262942034,5697575.642042746,7394710.052342283,6417707.265437037,6291572.685647584,1872167.0660304483,1582531.2798829898,1695212.326730074,1770794.5408788377,27051920.11841942,47685926.27099471,34963111.459278546,34273822.27182077,-7619122.6124660075,10191254.312273273,-1123858.5594855638,-1385490.6888072598,-156448587.57343885,-71103464.35565059,-121963687.60829416,-126577794.44721296,60.97666666666667,144.32433333333333,92.5745,90.14835,3.4616886323519007,3.31314829036063,3.350579413493941,3.4096995126549556,53.96372705417557,60.11898435695854,57.4069375876961,56.11806711014961,0.0,0.0,0.0,0.0,463.49691852144883,1663.780045301604,875.3327481994155,883.5960128945031,150.54524097271323,384.5879222940941,248.2080445910858,232.46017943519655,2614140.0176952197,7405169.280618616,4447552.727825933,4291000.259718409,150.54524097271323,384.5879222940941,248.2080445910858,232.46017943519655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2614140.0176952197,7405169.280618616,4447552.727825933,4291000.259718409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4472.16224926502,12529.45342289322,7517.638291751994,7292.2141600348905,4472.16224926502,12529.45342289322,7517.638291751994,7292.2141600348905,0.0,0.0,0.0,0.0,21549278.111200236,67554088.15724094,38480677.29857205,37650961.62731448,0.0,0.0,0.0,0.0,21549278.111200236,67554088.15724094,38480677.29857205,37650961.62731448,6145145.822497203,15157255.261727598,9509376.465796176,9299384.12622784,1796405.0764474564,4684265.302077906,2913267.1236933526,2807156.155418114,7918089.561072489,9960949.579592494,8744924.347700546,8633090.56755449,756271.677028143,930415.7911361424,809085.2350043725,817222.1169659428,0.0,0.0,0.0,0.0,3038007.272485519,9156165.728845496,5320673.303117254,5179362.732211511,5938901.392657257,7850657.6383562675,6751310.00419576,6608016.078651911,1309418.3463068977,1283731.95345974,1305579.655952353,1300428.1088103924,28046882.78216689,52575659.63262258,37395506.982913576,36631954.67982638,-6497604.670966654,14978428.524618378,1085170.3156584834,1019006.9474881068,-162946192.2444055,-56125035.83103221,-120878517.29263568,-125558787.49972486,64.978,161.61766666666668,101.053,98.80188333333334,3.334067366847457,3.1876449049108766,3.2241647579065593,3.2828195051696536,54.109249745102524,60.30121803131024,57.572206187450966,56.27643864527523,0.0,0.0,0.0,0.0,492.3505863700286,1898.3545654211978,979.1414725932289,984.4519790379378,160.64942003758364,424.21628011388486,269.0953454174286,252.89782106428905,2914919.6258930117,8681577.087490195,5075887.934968947,4933249.737452026,160.64942003758364,424.21628011388486,269.0953454174286,252.89782106428905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914919.6258930117,8681577.087490195,5075887.934968947,4933249.737452026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4930.153991464538,14484.863588049027,8491.744571022611,8274.30235026911,4930.153991464538,14484.863588049027,8491.744571022611,8274.30235026911,0.0,0.0,0.0,0.0,23796291.8106823,78281549.43100278,43551215.82373506,42866131.97779447,0.0,0.0,0.0,0.0,23796291.8106823,78281549.43100278,43551215.82373506,42866131.97779447,6605378.319514066,17095019.181720465,10477133.112669405,10276752.621286307,1918806.235377316,5244009.902871951,3188650.4104135768,3082627.519000438,8242300.065121779,10492692.228266738,9157860.039059956,9029937.322222516,774198.0416326341,984903.9640125418,838199.4376657105,847945.1144656017,0.0,0.0,0.0,0.0,3364082.56567466,10664404.039025113,6041161.8306535585,5919195.081347318,6182283.988674066,8318034.4592104135,7092141.165182419,6929796.653361788,1005370.240743223,1094723.6997767163,930030.0509412761,1036643.9514049457,29356378.962795846,58010529.724285424,40036190.6076635,39385331.7293172,-5560087.152113546,20271019.706717376,3515025.216071571,3480800.248477277,-168506279.39651904,-35854016.12431484,-117363492.07656412,-122077987.25124757,69.055,179.98566666666667,109.9935,107.88073333333334,3.2151047596435003,3.070951801100885,3.1069527566116824,3.1646512241535847,54.255242850915344,60.484097215518155,57.738033287199535,56.43534187852633,0.0,0.0,0.0,0.0,526.7633959784995,2125.163261755879,1076.2409434710023,1086.2033490005824,170.42400152666542,464.7723437076459,290.15169693996774,273.4459212900086,3232391.716680036,10133113.223586144,5772101.594785809,5647644.244097173,170.42400152666542,464.7723437076459,290.15169693996774,273.4459212900086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3232391.716680036,10133113.223586144,5772101.594785809,5647644.244097173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,5406.272459238043,16662.671076670547,9531.067398812731,9346.01197533942,5406.272459238043,16662.671076670547,9531.067398812731,9346.01197533942,0.0,0.0,0.0,0.0,26134638.388247997,90241709.24187669,48971156.7979655,48572113.18701804,0.0,0.0,0.0,0.0,26134638.388247997,90241709.24187669,48971156.7979655,48572113.18701804,7068080.657398489,19215230.1132978,11487460.549242027,11319582.966963248,2038057.786246531,5836673.097203588,3468477.5105225737,3367573.1450815005,8565473.746895757,11038205.061505048,9567907.452160565,9430929.707009008,788161.2630403065,1039994.3695248753,865878.2721508325,876302.8503099056,0.0,0.0,0.0,0.0,3708106.3762853094,12339489.184833944,6822604.139861006,6729090.359277331,6424404.406983403,8794474.093907487,7431310.209760206,7253928.797406832,851587.0405462759,793470.0738970955,846344.6909293361,831246.1022190627,30831995.22022934,63804007.73613978,43089247.51610423,42372199.600797996,-4697356.831981342,26437701.50573693,5881909.281861275,6199913.586220052,-173203636.2285004,-9416314.618577914,-111481582.79470281,-115878073.66502753,73.06566666666667,199.698,119.14,117.38698333333335,3.104243925309261,2.9622759727300814,2.997643556679452,3.0545551419065484,54.40170808074448,60.667624434809454,57.904420983974966,56.594778804667214,0.0,0.0,0.0,0.0,554.6504187318559,2389.0270807340967,1159.6870652029897,1196.68225043264,180.0791750897821,505.1482741769552,310.9203553392121,293.8533597702927,3569443.771602345,11742232.414650422,6532682.373560259,6429919.796669172,180.0791750897821,505.1482741769552,310.9203553392121,293.8533597702927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3569443.771602345,11742232.414650422,6532682.373560259,6429919.796669172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5904.150301948105,19046.247538606487,10649.369958481728,10503.884334778539,5904.150301948105,19046.247538606487,10649.369958481728,10503.884334778539,0.0,0.0,0.0,0.0,28587706.275576282,103355905.32768786,54819922.48040771,54756575.943815336,0.0,0.0,0.0,0.0,28587706.275576282,103355905.32768786,54819922.48040771,54756575.943815336,7544035.436631859,21492954.92616634,12559533.945147019,12426157.257968929,2153412.9469985687,6453469.93007521,3757371.233068844,3658432.8910753927,8885316.998644242,11603892.439264404,9994366.940859564,9836818.402861297,800684.1589864326,1097692.7997322169,892855.9874213473,904637.183247457,0.0,0.0,0.0,0.0,4066572.311246703,14198769.483779972,7661016.223226078,7612841.321633347,6662984.586166427,9280470.584175041,7772696.971856266,7579104.685469441,713681.0356636727,651953.698599109,614171.3020141604,692076.4676910754,32345199.71822921,70215159.45463057,46161591.00674612,45599685.62596968,-3757493.442652922,33140745.873057302,8658331.473661575,9156890.317845656,-176961129.6711533,23724431.25447939,-102823251.32104126,-106721183.34718187,77.109,220.46366666666665,128.6795,127.28313333333332,3.0006033727574275,2.861202365466898,2.895419518262601,2.9518130202057424,54.54864715047004,60.85180222500236,58.07137138330737,56.75475142655635,0.0,0.0,0.0,0.0,585.5062120380148,2650.05238999388,1261.3708141250117,1308.0973743225675,189.40129462021082,545.1143212861881,331.03233375623984,313.9008539533029,3920195.7582372,13536256.386281505,7345673.519694826,7285816.978052706,189.40129462021082,545.1143212861881,331.03233375623984,313.9008539533029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3920195.7582372,13536256.386281505,7345673.519694826,7285816.978052706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
