month,users_cons,users_opt,users_med,users_plan,revenue_cons,revenue_opt,revenue_med,revenue_plan,labour_cons,labour_opt,labour_med,labour_plan,tokens_cons,tokens_opt,tokens_med,tokens_plan,eng_cons,eng_opt,eng_med,eng_plan,compliance_cons,compliance_opt,compliance_med,compliance_plan,sales_cons,sales_opt,sales_med,sales_plan,gna_cons,gna_opt,gna_med,gna_plan,onetime_cons,onetime_opt,onetime_med,onetime_plan,total_cost_cons,total_cost_opt,total_cost_med,total_cost_plan,contribution_cons,contribution_opt,contribution_med,contribution_plan,cum_cash_cons,cum_cash_opt,cum_cash_med,cum_cash_plan,gen_heads_cons,gen_heads_opt,gen_heads_med,gen_heads_plan,floor_heads_cons,floor_heads_opt,floor_heads_med,floor_heads_plan,eng_heads_cons,eng_heads_opt,eng_heads_med,eng_heads_plan,blended_min_cons,blended_min_opt,blended_min_med,blended_min_plan,auto_share_cons,auto_share_opt,auto_share_med,auto_share_plan,tok_task_usd_cons,tok_task_usd_opt,tok_task_usd_med,tok_task_usd_plan,churn_cons,churn_opt,churn_med,churn_plan,arpu_usd_cons,arpu_usd_opt,arpu_usd_med,arpu_usd_plan,min_per_user_month_cons,min_per_user_month_opt,min_per_user_month_med,min_per_user_month_plan
11,393.5403725111598,1142.0538924724578,705.0940159844653,655.520104497614,1887724.1016231289,5790192.346565543,3476463.379827806,3253587.987352974,925976.5310220731,2138058.3248909605,1421994.8820706408,1350205.1588761837,225477.12503141435,621348.2190618213,385930.7126248492,364032.0079420568,3672496.230042454,4615933.123400412,4111688.2579916515,4002699.1427177396,419097.4796564039,433338.6973462441,434543.08081256185,424081.9058478479,80379.98478462613,324052.8855162128,176031.09069865543,165665.50004068145,2324068.168739517,3153680.577842361,2629216.2861699867,2614432.5119255125,289500.74109614483,220903.8460094622,196320.6566783898,265491.8278158059,8036557.235847883,11810424.566972747,9538890.518748727,9357410.801741585,-6148833.134224753,-6020232.220407205,-6062427.138920921,-6103822.81438861,-61607002.180461206,-62315371.641664594,-61333431.59190724,-61854931.49188239,7.706,20.271,12.8865,12.103750000000002,10.431666666666667,25.581333333333333,16.6205,15.73405,8.401666666666667,10.680666666666667,9.485,9.199316666666666,5.3187574898007215,5.251331718933479,5.277786112411881,5.295158469997187,0.5942653958553116,0.5932967292567303,0.5953916859255669,0.5939263625458081,0.23272475494985564,0.2277592027232331,0.22824989519843336,0.23098681167053775,0.07533457418583095,0.06897878904263961,0.0704478236499829,0.07311004938571398,54.127302654685685,56.90682542017793,55.59007323758797,55.10013562260797,145.5993472911965,138.82198013964913,140.240174124906,143.22726878815493
12,420.1597323994047,1320.2138865912445,784.3563406489545,735.1786863665486,2019107.3422712707,6710175.332414889,3875539.024979918,3660981.1388215367,946668.0619335539,2355046.343056182,1508081.262931321,1439600.4603264737,233125.84916065176,694959.7410293414,415602.2006351354,394767.7113146931,3778848.0368016046,4844519.357688621,4273275.6906150095,4151832.9991120603,428201.8533959775,447494.44531172555,444424.97751397954,434954.2605664893,85470.9554804336,379043.27640408295,196839.0450626162,188221.26780371086,2384581.8744231816,3334795.0647523548,2741035.514921612,2717156.4910383923,420367.9121498394,353607.29324764945,339184.43518879917,397001.6955340729,8383754.231568569,12760729.934109807,10122697.48417669,9915695.727458002,-6364646.889297298,-6050554.601694918,-6247158.45919677,-6254714.588636465,-67971649.0697585,-68365926.24335952,-67580590.05110401,-68109646.08051886,7.819,22.222666666666665,13.615,12.860283333333332,10.571,27.955333333333332,17.5005,16.655516666666664,8.541,11.075666666666667,9.741,9.428133333333333,5.055299455721817,4.987522001898138,5.014568698053029,5.031577346883529,0.6076367251587453,0.6066870480840725,0.6087557823601384,0.6073043381826099,0.22523821184129117,0.2202264314857524,0.22071931606299003,0.2234840887168526,0.07316657203991385,0.06667425487683457,0.06858045561230092,0.07089426103283611,54.275466467808094,57.07749269041697,55.74974274370911,55.2561756457212,138.38700158685143,131.84975313179174,133.24746873374073,136.09896462758053
13,448.8798046113783,1523.9684588630391,872.2729925427876,825.1608335994596,2161544.3993497416,7765955.04962643,4320594.399766154,4123088.1269465825,967527.7064352762,2593632.11650871,1600564.0197489462,1536664.249960978,241267.04153538623,776137.660632556,447631.95933110005,428471.75821939565,3893043.5866337707,5096863.975709989,4453200.217963945,4314380.722810447,443998.691410004,468328.3735696103,462712.26192928886,452514.0801658662,91644.6350743407,435766.3922993996,221520.09727012864,212087.25010311132,2447315.0091216993,3524703.9994563,2857948.013275527,2824401.155738809,483792.84512446687,549760.812512427,574028.8585278037,506881.63371025294,8682618.009666296,13851751.015363174,10845397.346370256,10491814.561660204,-6521073.610316554,-6085795.965736744,-6524802.946604102,-6368726.434713621,-74492722.68007505,-74451722.20909625,-74105392.9977081,-74478372.51523247,7.950333333333333,24.346,14.3935,13.688816666666664,10.723333333333333,30.533,18.4365,17.656716666666668,8.693,11.515666666666666,10.031,9.680933333333332,4.81096852428477,4.742815201170252,4.770320819415868,4.787114861194689,0.6203998021748542,0.619518838664168,0.6215418972731435,0.620091464946114,0.21802869242038536,0.21298087840052116,0.21347139431384987,0.21626195751343288,0.0715181408163962,0.06462887054656609,0.06686113343611778,0.06910689622195566,54.42850593425508,57.25616127230732,55.91570995036052,55.41818530257336,131.69796665342716,125.38128624425498,126.75629681664682,129.4871285102169
14,481.7544780594724,1761.0465784681455,970.7812939968749,929.5067132025079,2328309.8963230974,9001530.62998189,4821848.157520116,4663937.153103675,993406.002488189,2866419.495816551,1702960.6421780183,1648960.7251531158,250785.677192413,867996.4283255418,482299.23895619164,466809.4400890081,4024604.085155809,5377658.843735853,4654006.037201816,4498173.250658825,482571.5945735485,513744.70916373737,500492.7606138424,493482.1846801146,99450.90832381365,504631.9018837943,246358.5611233973,241264.25606980687,2515707.1254964275,3726069.6956805657,2979390.1567723234,2939334.025060876,887347.4178249661,1008648.2986752675,963144.5261974862,929802.7261225716,9376738.582031345,15336491.292739337,11782900.562301502,11462652.030779142,-7048428.685708247,-6334960.662757448,-6961052.404781387,-6798714.877675468,-81541151.3657833,-80786682.87185371,-81066445.4024895,-81277087.39290795,8.123333333333333,26.737666666666666,15.249,14.638349999999999,10.928,33.44466666666667,19.472,18.808833333333332,8.879333333333333,12.008333333333333,10.3565,9.974483333333332,4.584445264899538,4.51700550758653,4.544148541800035,4.560841349839985,0.6325411641297564,0.6315242639087332,0.6336897604578762,0.6321852490523983,0.21108491919742903,0.2060105383975967,0.20649458301969242,0.2093088859174877,0.06907606031242483,0.0629799408060901,0.06565370400621069,0.06694241848520767,54.65976216748916,57.47342402241075,56.12644808465007,55.64454381671172,125.49587934288282,119.41270117765592,120.74661013651637,123.3667669850534
15,517.4877125446692,2036.5357954030037,1083.5024067620602,1049.1545415450862,2513126.5013759434,10448998.364857871,5404722.403344639,5290681.653594618,1023991.197988408,3180427.318385773,1819520.9947240043,1778743.8401274858,260894.34398405274,971027.6589046208,521151.3754021694,509441.0042062516,4180399.393876475,5710236.814895702,4885986.614736677,4715842.4912332045,533601.0014608623,580659.9866716836,561994.0941229683,550071.6462846497,106578.59354350324,584218.0035717975,276436.5148780777,273752.3870534062,2587019.574047664,3940819.652148875,3110767.7706597126,3060849.601383088,1543313.5431090926,1666096.8150892137,1546969.9241489377,1586287.688302135,10368416.042394703,17180604.993407775,13007802.160258213,12752682.175249279,-7855289.541018761,-6731606.628549902,-7603079.756913573,-7462000.52165466,-89396440.90680206,-87518289.5004036,-88669525.15940307,-88739087.9145626,8.327666666666667,29.460333333333335,16.215,15.7241,11.175,36.76433333333333,20.644,20.131266666666665,9.111666666666666,12.6,10.7445,10.332583333333332,4.37653249180177,4.30855466770442,4.3361617446606635,4.352740253367697,0.6436885663122812,0.6428116570361281,0.6449177503827992,0.6433816480656276,0.20439610828282886,0.19930394308274094,0.1997778382565063,0.2026138504627981,0.06785799790706178,0.0609677672409941,0.06330076862553953,0.06544641717393809,54.96910155051607,57.71739213339801,56.40158808709233,55.931003254524754,119.80698469040419,113.90500758465474,115.22511288918145,117.74129270339188
16,558.2557005302197,2355.447958263339,1208.5921984426614,1187.2729907368114,2730646.768403709,12128707.82872068,6054730.963129892,6019968.139514648,1060411.1118735345,3531313.624308858,1947622.5332094422,1925226.9912258978,272688.3306027825,1088390.7785459394,563284.3555258557,558184.1873828874,4363193.367596869,6089715.076334323,5138154.921489508,4967475.9656549785,604888.5329984013,666397.4238141031,629999.7988780036,626416.644783897,115788.07352290595,683177.8671966711,306695.56849483796,314374.5013087237,2665245.9533871575,4169053.077968893,3246968.3064966328,3191578.446990765,2049493.882609189,2012737.7324982525,2139406.1353023085,2036629.2300703614,11275844.509285334,18875882.891332198,14291447.819160825,13935857.943001736,-8545197.740881626,-6747175.062611518,-8236716.85603093,-7915889.8034870885,-97941638.6476837,-94265464.56301513,-96906242.015434,-96654977.7180497,8.576333333333332,32.511,17.2625,16.953466666666667,11.479666666666667,40.454,21.9165,21.620683333333332,9.399,13.275,11.1655,10.755600000000001,4.186398454871046,4.116584997057927,4.1456073374137725,4.161963744636455,0.6537342197300304,0.6532691100026012,0.6551445834057642,0.6535714313254302,0.19795194650774942,0.19285013546076474,0.19331059604192544,0.19616631264130477,0.06588295845356879,0.05953949602235672,0.061295795606182805,0.06366274660264457,55.40147632869954,57.987948649686984,56.685775702589034,56.30674164104514,114.59970511387529,108.82662972872646,110.1569611075735,112.5791287290732
17,604.0691438033213,2722.761713094675,1348.6812903330722,1345.611543055295,2979574.4228626774,14081899.732707983,6795827.482512849,6865388.281308534,1101988.04649041,3932141.4840774713,2089958.5779195498,2092541.7496458814,285937.206322069,1218150.0664888674,608923.3469658288,612211.7073804485,4585661.584614188,6516365.835239037,5454499.333142564,5261408.072332885,704255.1724558041,774632.8319403954,731983.8327613065,728887.3532754111,125866.76507594778,791911.5204649875,342002.44108052267,358982.4294621117,2748158.6944021713,4408925.136786523,3389485.05089021,3329426.9492366947,2675413.59186834,2755026.619854561,2577850.5031668385,2703278.1516635176,12384553.321753245,21134408.198501334,15553167.452894134,15447002.528615076,-9404978.89889057,-7052508.46579335,-8757339.970381284,-8581614.247306542,-107346617.54657426,-101317973.02880847,-105663581.98581527,-105236591.96535623,8.878666666666666,35.92433333333334,18.426,18.34465,11.844333333333333,44.606,23.327,23.310916666666667,9.759,14.034666666666666,11.7105,11.255483333333334,4.0137323023631835,3.939287773439199,3.9679276847836955,3.987676717239789,0.6624819198266659,0.6630295959871607,0.6650341597712075,0.6626736064828391,0.1917425696557545,0.18663864590050275,0.18708275037310698,0.1899561963414164,0.06396809093763488,0.05798431220597421,0.06031832146836477,0.061873768381553645,55.89501447381683,58.28470101067152,57.06021361757365,56.73140476171597,109.861842485184,104.13670320014795,105.43710803246069,107.85804373542138
18,654.1235260433422,3151.995070501324,1503.54507311193,1528.3785666036358,3254161.4096164308,16373729.750725998,7618566.391318989,7846010.329004779,1147843.5070946529,4393020.907103945,2246711.540734456,2283655.597097905,300145.0690812481,1365862.5306915157,657802.2179741147,673146.1806448417,4822786.385219541,6996780.1395175615,5782515.503538612,5583684.199223848,801558.2747685309,892985.8870971273,834440.7031121845,833557.9390835396,136696.60674711564,925625.9293973227,381964.95740922523,412821.8696746881,2834353.520523835,4667818.401699857,3536255.6248973757,3476066.228935443,2788304.879001127,3052028.925617218,2740371.0687917154,2880608.295316759,13003408.956523508,23151377.05467401,16581941.041643446,16555197.790876184,-9749247.546907077,-6777647.303948009,-8963374.650324455,-8709187.461871404,-117095865.09348132,-108095620.33275649,-114626956.63613974,-113945779.42722762,9.231666666666667,39.83833333333333,19.6795,19.944,12.26,49.352,24.856,25.2422,10.141666666666667,14.893,12.265,11.804633333333335,3.854971144244229,3.775325878409149,3.8047922965382233,3.827095301201951,0.670423219705655,0.6721758118735792,0.6740584574539857,0.6710366269644285,0.18575854174938725,0.18065946927826834,0.1810846323134217,0.18397386638449564,0.0627271325293013,0.05619160528841912,0.059095393709313486,0.06043969799499253,56.44176699539872,58.59543184293498,57.44221741234825,57.195549692036415,105.51421825287747,99.80244134846312,101.09720012087382,103.51509633633245
19,710.747701463822,3631.249622476391,1678.3410243057497,1732.9233738182209,3569571.8602703772,18944872.615670875,8554825.604382044,8950927.124660552,1202882.7615787254,4898367.616873779,2423771.333701278,2496302.4609319945,315973.96860663086,1524932.99811901,711526.5128875492,739109.6289359636,5109289.880815265,7517213.137652687,6168355.724067426,5952063.020708363,917185.303620314,1016897.0961540368,943983.5437452968,952084.431007117,150917.46783982683,1052196.2013460766,430657.4146370939,466365.02456701425,2927899.227692771,4932510.782667645,3691158.7693300173,3629513.2719339766,3335345.893138846,3365243.9704642487,3353477.64589345,3345810.220202737,14147868.989009866,25299265.360881705,18174151.151303895,18050857.71916501,-10578297.128739491,-6354392.745210829,-9619325.546921857,-9099930.59450446,-127674162.22222082,-114450013.07796733,-124246282.18306158,-123045710.02173209,9.642,44.016333333333336,21.0735,21.673016666666665,12.757,54.44533333333333,26.5665,27.347916666666663,10.613666666666667,15.806,12.9265,12.430983333333334,3.7078535404047894,3.6226814537573544,3.6536688596925058,3.678043310078187,0.6778430463673456,0.6809663436842592,0.6824705137864787,0.6789362004282654,0.17999083533855006,0.17490304323994557,0.17530699007602538,0.17821010810403848,0.06065861886021319,0.05547182185285044,0.05773904057705641,0.05884323990763622,57.04864734063748,58.89974151078662,57.83716597771332,57.69653030018968,101.49191449127909,95.76782218185129,97.08999424029166,99.48848218297935
20,773.1801643928628,4173.665902558433,1871.2066322812736,1963.3501727508124,3922696.2175563546,21868143.026436698,9597940.28134991,10203602.600664474,1260051.0314552602,5451532.493999494,2616396.2356867455,2727069.543345742,333073.27771499456,1697571.5292912477,769193.1732949908,810647.6657666832,5420669.855466581,8087303.982641414,6584880.871552135,6353991.799977772,1044194.9109545762,1148452.517571069,1056350.5655507322,1080685.0732703486,163989.5923873365,1206026.3454034093,477247.07076921174,528702.455942962,3026387.8972168197,5209213.945121596,3853760.040978276,3790377.0139834913,3739223.0043670456,3538507.958262564,3622746.6874291133,3668972.738230477,15194607.828163682,27483232.32052296,19486862.431335106,19495626.400489427,-11271911.610607326,-5615089.29408626,-9888922.149985196,-9292023.799824953,-138946073.83282816,-120065102.3720536,-134135204.33304678,-132337733.82155707,10.084666666666667,48.56466666666667,22.5905,23.552666666666667,13.28,59.96,28.417,29.618000000000002,11.128,16.807666666666666,13.6385,13.115883333333333,3.5727255015376054,3.480760121447141,3.5145759346816283,3.540537618505943,0.6845317014913499,0.6893075392004517,0.6901719552240161,0.6862032446895355,0.1744281293938945,0.16935761872714888,0.16973946992971092,0.17265345066053353,0.05933775115252748,0.05406483723387632,0.05653191320030343,0.05749223128099957,57.749127029069605,59.1946458908746,58.2610395527118,58.255058630701356,97.78711855211255,92.01794091444474,93.3952099877211,95.76790637892881
21,837.4617641382905,4787.183930950327,2077.4307703039613,2219.864522522503,4284783.610114581,25184482.515389964,10714622.711980019,11599678.226960965,1319402.8857559182,6068627.307713731,2816227.857416774,2981631.4334411523,349826.683145879,1887289.0194002627,827881.6114657335,887938.5008349132,5724532.471623887,8677756.895382622,7010512.580451019,6758161.019939445,1150437.667543255,1270757.4533590707,1173664.147374468,1192549.5925787906,176367.67637318702,1380903.2286242933,524791.4118054757,597955.1196610742,3123691.6875987197,5494832.535268933,4016672.62502227,3953590.9842832945,3266595.246989375,3383154.426767998,3414911.383016823,3307390.959911893,15336990.398254445,29481774.956580363,20349919.578602914,20287664.99366852,-11052206.788139865,-4297292.4411904,-9635296.866622897,-8687986.766707553,-149998280.620968,-124362394.81324399,-143770501.1996697,-141025720.5882646,10.525666666666666,53.56933333333333,24.1385,25.590949999999996,13.809,66.03466666666667,30.302,32.087983333333334,11.613333333333333,17.819,14.35,13.785316666666667,3.4496012390685102,3.348332899369376,3.3847441615841336,3.414157320173813,0.6902327687876347,0.6973035974563924,0.6975504520695037,0.6927075588216999,0.16903955562698708,0.16400432441092594,0.16436139930900076,0.1672772247013657,0.05830248985750037,0.05245932057427906,0.05525358819542121,0.0562573806083729,58.321288340744196,59.481314239882124,58.626375811050714,58.72729740544247,94.41286441204512,88.51927899502455,89.94579597811622,92.35010951608793
22,906.9518383118715,5485.284959595038,2300.9812801138387,2509.3684307609797,4676067.925678451,28960424.81938245,11926076.090015171,13175592.838474851,1384018.719576713,6761088.561154257,3027465.246177678,3265993.164128853,367412.60028234165,2097206.63062676,888454.8156075272,972840.510902888,6041763.930249716,9282773.7351731,7437219.9818465505,7176117.3619729,1248370.4920092467,1380036.562644527,1273399.955856112,1294453.6167315948,193601.25615290744,1591511.2096704587,581654.251477133,682869.7398840503,3222719.8200573805,5794961.853748851,4181451.949537438,4123004.5318493955,3181054.4429158247,2767249.3945096266,2979012.1713796547,3036222.675973655,15885630.468514849,31191057.016413685,20997823.10668943,21242529.76027944,-11209562.542836398,-2230632.1970312344,-9071747.016674258,-8066936.921804591,-161207843.1638044,-126593027.01027521,-152842248.21634397,-149092657.5100692,10.996333333333334,59.102,25.7585,27.833316666666665,14.376333333333333,72.74566666666666,32.2685,34.8056,12.104,18.842,15.0425,14.462299999999999,3.33072618837121,3.224155911097915,3.2618550503537707,3.2934265913255567,0.6965226259486531,0.7051187142090712,0.7050393846394707,0.6995312568397994,0.1637987321120624,0.15881639973415765,0.1591395541149609,0.16205491577979575,0.05709359650143824,0.051356836089146915,0.053745448612006114,0.05508573035713628,58.89530386659741,59.74201039873395,58.972050693921766,59.191651152845196,91.15481085751458,85.23771981417237,86.67993283792502,89.0838289923448
23,980.073045867126,6251.482076401843,2549.3976144920634,2825.066206554277,5085869.234517711,33117115.519001547,13272078.382818539,14896805.434087055,1451652.6140885118,7507850.232517343,3261073.0912562367,3571321.7805386027,384610.8952388487,2317124.8240035153,953907.8986560002,1060990.770306482,6356722.389495758,9885917.322481453,7868773.06428065,7591940.616040751,1334328.2897633412,1470496.2758661367,1358654.3911553018,1381987.0848993196,209789.38008937542,1786854.3611291847,650828.7017969149,761762.1234533086,3322621.671218574,6100878.116471466,4354314.283986756,4295011.427057086,2459369.8639539164,2317555.7004431793,2424527.7864853526,2409734.9067251584,15787343.921360712,33120428.59157864,21572284.79381955,21853923.555936985,-10701474.686843,-3313.072577088515,-8300206.411001009,-6957118.121849932,-171909317.85064742,-126596340.08285229,-161142454.62734497,-156049775.63191915,11.472,64.93666666666667,27.523,30.184633333333334,14.957666666666666,79.841,34.4195,37.66683333333333,12.583333333333334,19.828,15.73,15.118966666666665,3.219708119627314,3.108192272010892,3.147831525435427,3.1806775729615664,0.7024851467494051,0.712633022758656,0.7120305942701086,0.7060369033526429,0.1586981091589721,0.15376759336268592,0.15404543170986215,0.15697242863027194,0.05601237471369952,0.05069079747094962,0.0520707091011365,0.05414982267873705,59.381597086770306,59.98672414000967,59.28339630193745,59.59339155540408,88.11562042175292,82.17088469355512,83.65931308342877,86.03496291688369
24,1057.5448246961828,7106.192898986776,2815.5094432994074,3174.57165069789,5518627.019311964,37763272.079525135,14720402.609819932,16804252.790386572,1518193.392021483,8324600.51607928,3504131.839797454,3900435.885441712,402319.34041386936,2551168.744761692,1020460.0109316764,1154416.6319356072,6663554.987947247,10500593.725428881,8310957.400546477,8006518.5460658185,1409418.4680536597,1549336.6638046608,1434745.7591371222,1458389.8365665101,226638.50780327868,2008307.2039658725,712685.0966129415,850222.5514601865,3423808.028724369,6418838.448375528,4528379.760397285,4472068.675602274,2068602.3758101133,2081623.0108296524,2086083.0161760205,2073159.598066952,16003597.498589655,35411323.06047818,22374076.850501575,22796301.445250638,-10484970.479277693,2351949.019046956,-7653674.2406816445,-5992048.654864066,-182394288.3299251,-124244391.06380534,-168796128.86802658,-162041824.2867832,11.936666666666667,71.254,29.358,32.69773333333333,15.518666666666666,87.51033333333334,36.636,40.71575,13.029666666666667,20.812333333333335,16.4145,15.753599999999999,3.1133005002186587,2.9992557837317753,3.040238683749056,3.0733848494482494,0.708834906025018,0.7199753006416656,0.7189948087738985,0.7127340441408446,0.153702811392702,0.14882704119331003,0.14907248831339026,0.1519962918229148,0.05422970690089259,0.04930785371174537,0.05118992000078539,0.052507058284691065,59.82586606838226,60.22184740394841,59.586902698842444,59.964459535830414,85.19657038063849,79.2922050875943,80.79825030560336,83.13004252807302
25,1139.4161440649218,8060.332802056919,3111.167024101443,3561.7369743621207,5974765.657742243,42970878.25144742,16322873.514972148,18923405.06553905,1591096.9607060417,9218860.73951659,3776808.7516902084,4260814.283289733,419864.8736912263,2803319.5581612424,1091807.0356325784,1254074.013255732,6959599.369301381,11121278.440043736,8753881.072542889,8416187.044061204,1467141.8647006366,1624060.1215204843,1492459.8495417798,1522063.2545875832,246614.29951289794,2274202.586274086,798544.2060901346,956270.1998793137,3526028.4369519474,6745506.232470604,4711473.121330103,4652845.665383477,1648172.5438126042,1509374.371520231,1609198.8710325824,1599593.1835102735,16173679.650565084,37546317.87088722,23095376.157868713,23654103.027677834,-10198913.99282284,5424560.3805602,-6772502.642896565,-4730697.962138777,-192593202.32274798,-118819830.68324514,-175568631.51092315,-166772522.248922,12.444666666666667,78.08433333333333,31.35,35.418549999999996,16.133666666666667,95.779,39.075,44.00953333333333,13.442666666666666,21.783,17.0865,16.36178333333333,3.013458297624847,2.8976039824262463,2.9393595786842917,2.972909287305337,0.7149239954872445,0.7269859412723951,0.7257210154656564,0.7191456765120472,0.14880313883126406,0.1439869640527732,0.14419867054198063,0.14711747765879227,0.05362861564341173,0.04801335743884099,0.05015414370478904,0.05166327527181197,60.22186080502872,60.44962432126257,59.84499119810232,60.30157803571057,82.4649632461589,76.60364580351677,78.11885900742807,80.41350214123415
26,1226.2854021631554,9117.090586214881,3423.7907193437286,3988.0672165812593,6456658.458010676,48752444.98624872,18025419.1861447,21260183.74289399,1664403.3793898409,10201870.305080168,4057165.592689409,4652516.803381455,437701.93827732455,3070014.5652057226,1162493.7889747997,1359011.3577022639,7257702.911926333,11750964.554037726,9179238.222778935,8830344.48666532,1514863.954136008,1694197.1919140806,1549826.1527871913,1577630.5873583334,267348.55554491613,2565118.714002572,866295.0732055934,1071568.1110050955,3629190.6417185464,7082838.389912616,4894267.165679743,4837967.353586471,1338100.9697481638,1160941.4088365948,1456734.3459421487,1276095.1234291147,16449917.276224134,40078278.03389729,24116966.122454368,24719843.54140974,-9993258.818213457,8674166.952351429,-6091546.936309674,-3459659.798515748,-202586461.14096144,-110145663.73089372,-181660178.4472328,-170232182.04743773,12.941333333333333,85.424,33.3805,38.310266666666664,16.735333333333333,104.703,41.5425,47.52401666666666,13.85,22.738,17.7085,16.9608,2.91805157451782,2.801876826337921,2.843576167774887,2.8773904126548553,0.7212701248904673,0.7338428534956717,0.7325258792815914,0.7256705799022889,0.143996149201322,0.1392377318074151,0.13940033525362389,0.14233070311345458,0.05223825057028419,0.04730460873063213,0.049117993044129185,0.050511475926405966,60.571689964825445,60.66710179721983,60.09301763172367,60.60508410616348,79.85463174536112,74.07424769283952,75.57250054159881,77.83149732697856
27,1315.7664825774966,10276.82006821447,3757.732565208178,4452.1352375504375,6956213.466485127,55116180.424639605,19853912.999517366,23812201.901839193,1740518.354472648,11258799.630724916,4349642.308173162,5071916.801160942,454446.16437802714,3349374.896632965,1233069.2283328006,1467671.2206672556,7557138.096322828,12388065.593058543,9620907.097412819,9247962.720180329,1570013.7846412964,1761877.381815857,1608711.6127259408,1637166.0436523925,283978.8335511724,2867379.0136097455,942983.7100636923,1188168.896571673,3731672.2125046947,7429977.9169502705,5082304.807815124,5026079.209060647,1133034.842149971,1110543.1740880841,1274582.649030662,1125162.7583283107,16837669.63010032,43051630.89023084,25159569.33495176,26012556.071146004,-9881456.163615195,12064549.534408763,-5305656.335434393,-2200354.169306811,-212467917.30457658,-98081114.19648494,-186965834.78266722,-172432536.2167445,13.454666666666666,93.19233333333334,35.455,41.36285,17.354333333333333,114.139,44.0705,51.228966666666665,14.249333333333333,23.686333333333334,18.3355,17.55228333333333,2.8275831203712913,2.7115452419426935,2.7533524266282114,2.786969862921282,0.727671705162417,0.7406278811243221,0.73919513390405,0.7322063667490838,0.139245738330745,0.13456319044712442,0.13466838873654963,0.1376068465714778,0.05161993261378205,0.046516032852579464,0.04825718820366987,0.04983356769736115,60.91251244097498,60.888327681575475,60.34578497835103,60.90404777518515,77.37387661995665,71.68689295789943,73.17990417743064,75.38343233823662
28,1412.666932347266,11552.895851335565,4111.691545516825,4961.74705399317,7497004.599514654,62146763.79237677,21796372.94651355,26624420.317016393,1821108.2825261974,12421526.575097822,4656539.0742901545,5531254.684926266,471879.64648814616,3640097.807902987,1303162.9147872243,1580756.0029833405,7862942.046645115,13094402.891983664,10062883.663879242,9693953.342513608,1615768.5132438876,1858574.762021466,1654887.1645870197,1700750.7003160398,309131.94416847697,3197058.6926238416,1017099.2370443619,1319906.3061278544,3837991.3713485617,7787064.800397619,5268408.564599144,5220167.0715157315,1033476.4402359094,1252515.6846018638,908606.4453660935,1110140.1757639935,17347662.43995948,46505234.97522578,26021525.29496712,27552812.827302683,-9850657.84044483,15641528.817150999,-4225152.348453569,-928392.5102862902,-222318575.14502144,-82439585.37933396,-191190987.13112083,-173360928.7270308,13.994666666666667,101.602,37.5805,44.65723333333333,18.003666666666668,124.35266666666666,46.666,55.22581666666666,14.646333333333333,24.736666666666668,18.9495,18.17795,2.7422334647465396,2.6273560755029037,2.668684338947169,2.702026378511267,0.7339539934635906,0.7470236422575173,0.7456222308769931,0.7385283705414649,0.13453270658100303,0.12994844217377832,0.1299940326647192,0.13292821403847438,0.05001411628609559,0.04551727149084532,0.047273486414114003,0.048440220607757996,61.21390883009497,61.1125793618323,60.58697079750875,61.17844351620304,75.0353132203238,69.45879755989431,70.93140256480052,73.08353273917348
29,1516.1755038306794,12921.258360402067,4493.321992028775,5507.954503630665,8075480.716163488,69739205.08276117,23902955.004866995,29657784.244472675,1907519.1383971514,13644074.672246905,4977686.081147077,6015313.5752445655,488870.5049561192,3931375.815016189,1374384.9122078565,1693747.3634771437,8188356.322663857,13811761.644760543,10515079.011933334,10156548.185397696,1674371.3178206803,1947442.264190123,1713581.7906161328,1769946.1490499852,332269.5714792772,3516387.9845768395,1111382.5769242025,1446711.0160634238,3946069.2674763016,8149392.52547595,5458633.112514264,5417232.407776179,1169151.9306199658,1315449.4939827502,1010414.4343092547,1220356.0777969402,18132409.64051909,49966483.025324754,27422374.28436192,29274335.32520107,-10056928.924355602,19772722.057436403,-3519419.27949492,383448.91927159857,-232375504.06937703,-62666863.321897544,-194710406.4106157,-172977479.80775923,14.557666666666666,110.29866666666666,39.864,48.06701666666666,18.687,134.90733333333333,49.399,59.36411666666666,15.067666666666666,25.784333333333333,19.5635,18.8185,2.66171719038893,2.548912968894159,2.589692754626113,2.62223571286576,0.7400653525981404,0.7530359064010428,0.7516762888755368,0.7446050464291563,0.12984965974614077,0.12537815583216272,0.12537434639082395,0.12828463337624846,0.04909114237452087,0.04484693133015967,0.04669548842302619,0.047605668508994455,61.51425592955541,61.33718945569444,60.823949150262735,61.45228266370407,72.82655493132536,67.38488450443587,68.83342876372559,70.92197028191404
